Client,Accounting Document Number,Fiscal Year,Document Item in Invoice Document,Purchasing Document Number,Item Number of Purchasing Document,Due Date for Retention
100,1000058469,2022,1,4000013610,10,
100,1000058470,2022,1,4000035439,10,
100,1000058470,2022,2,4000035439,10,
100,1000058470,2022,3,4000035439,10,
100,1000058471,2022,1,4000050754,10,
100,1000058472,2022,1,4000049413,10,
100,1000058472,2022,2,4000049456,10,
100,1000058472,2022,3,4000049457,10,
100,1000058472,2022,4,4000049459,10,
100,1000058472,2022,5,4000049460,10,
100,1000058472,2022,6,4000049462,10,
100,1000058472,2022,7,4000049463,10,
100,1000058472,2022,8,4000049464,10,
100,1000058472,2022,9,4000049465,10,
100,1000058472,2022,10,4000049522,10,
100,1000058472,2022,11,4000049466,10,
100,1000058472,2022,12,4000049468,10,
100,1000058472,2022,13,4000049469,10,
100,1000058473,2022,1,4000032536,10,
100,1000058474,2022,1,4000019284,1,
100,1000058475,2022,1,4000011432,10,
100,1000058475,2022,2,4000011433,10,
100,1000058475,2022,3,4000011434,10,
100,1000058475,2022,4,4000011435,10,
100,1000058475,2022,5,4000011436,10,
100,1000058475,2022,6,4000011437,10,
100,1000058475,2022,7,4000011438,10,
100,1000058475,2022,8,4000011439,10,
100,1000058475,2022,9,4000011440,10,
100,1000058475,2022,10,4000011441,10,
100,1000058475,2022,11,4000011442,10,
100,1000058475,2022,12,4000011443,10,
100,1000058475,2022,13,4000011444,10,
100,1000058476,2022,1,4000019507,1,
100,1000058476,2022,2,4000019507,2,
100,1000058477,2022,1,4000014221,10,
100,1000058478,2022,1,4000013544,10,
100,1000058479,2022,1,4000037775,3,
100,1000058480,2022,1,4000038605,6,
100,1000058481,2022,1,4000014221,10,
100,1000058482,2022,1,4000011445,10,
100,1000058482,2022,2,4000011446,10,
100,1000058482,2022,3,4000011447,10,
100,1000058482,2022,4,4000011448,10,
100,1000058482,2022,5,4000011449,10,
100,1000058482,2022,6,4000011450,10,
100,1000058482,2022,7,4000011451,10,
100,1000058482,2022,8,4000011452,10,
100,1000058482,2022,9,4000011454,10,
100,1000058482,2022,10,4000011455,10,
100,1000058482,2022,11,4000011456,10,
100,1000058482,2022,12,4000011457,10,
100,1000058482,2022,13,4000011561,10,
100,1000058483,2022,1,4000038305,1,
100,1000058484,2022,1,4000034724,10,
100,1000058485,2022,1,4000013968,10,
100,1000058486,2022,1,4000038274,1,
100,1000058487,2022,1,4000055566,10,
100,1000058488,2022,1,4000033702,370,
100,1000058489,2022,1,4000036518,10,
100,1000058490,2022,1,4000033887,10,
100,1000058491,2022,1,4000054399,10,
100,1000058491,2022,2,4000054399,20,
100,1000058491,2022,3,4000054399,30,
100,1000058491,2022,4,4000054399,40,
100,1000058492,2022,1,4000035719,10,
100,1000058493,2022,1,4000051659,10,
100,1000058494,2022,2,4000049895,80,
100,1000058494,2022,3,4000049895,130,
100,1000058495,2022,1,4000050404,10,
100,1000058496,2022,1,4000051285,10,
100,1000058497,2022,1,4000013263,100,
100,1000058498,2022,1,4000033224,10,
100,1000058499,2022,1,4000050754,10,
100,1000058500,2022,1,4000015188,10,
100,1000058501,2022,1,4000051658,10,
100,1000058502,2022,1,4000017229,10,
100,1000058503,2022,1,4000013610,10,
100,1000058504,2022,1,4000035810,10,
100,1000058505,2022,1,4000035475,10,
100,1000058506,2022,1,4000054747,10,
100,1000058506,2022,2,4000054747,10,
100,1000058507,2022,1,4000036484,10,
100,1000058507,2022,2,4000036484,20,
100,1000058507,2022,3,4000036484,30,
100,1000058507,2022,4,4000036484,40,
100,1000058507,2022,5,4000036484,50,
100,1000058507,2022,6,4000036484,60,
100,1000058507,2022,7,4000036484,70,
100,1000058508,2022,1,4000017368,10,
100,1000058509,2022,1,4000051657,10,
100,1000058510,2022,1,4000050730,10,
100,1000058511,2022,1,4000051635,10,
100,1000058512,2022,1,4000014780,10,
100,1000058513,2022,1,4000032515,10,
100,1000058514,2022,1,4000053871,10,
100,1000058515,2022,1,4000033693,10,
100,1000058516,2022,1,4000032382,10,
100,1000058517,2022,1,4000015186,30,
100,1000058518,2022,1,4000053871,10,
100,1000058519,2022,1,4000015186,20,
100,1000058520,2022,1,4000031869,10,
100,1000058521,2022,1,4000015186,10,
100,1000058522,2022,1,4000051113,110,
100,1000058523,2022,1,4000031868,10,
100,1000058524,2022,1,4000015197,100,
100,1000058525,2022,1,4000015197,100,
100,1000058526,2022,1,4000015197,90,
100,1000058527,2022,1,4000015197,90,
100,1000058528,2022,2,4000032180,20,
100,1000058528,2022,3,4000032180,30,
100,1000058529,2022,1,4000038246,1,
100,1000058529,2022,2,4000038246,2,
100,1000058530,2022,1,4000037826,9,
100,1000058530,2022,2,4000037826,15,
100,1000058531,2022,1,4000038625,1,
100,1000058531,2022,2,4000038625,2,
100,1000058531,2022,3,4000038625,3,
100,1000058532,2022,1,4000017443,30,
100,1000058533,2022,1,4000032719,10,
100,1000058534,2022,1,4000037641,6,
100,1000058534,2022,2,4000037641,7,
100,1000058534,2022,3,4000037641,8,
100,1000058535,2022,1,4000017314,20,
100,1000058536,2022,1,4000014433,20,
100,1000058537,2022,1,4000038611,4,
100,1000058538,2022,1,4000038107,1,
100,1000058538,2022,2,4000038107,2,
100,1000058538,2022,3,4000038107,3,
100,1000058538,2022,4,4000038107,4,
100,1000058539,2022,1,4000017250,10,
100,1000058540,2022,1,4000017256,10,
100,1000058541,2022,1,4000035559,20,
100,1000058542,2022,1,4000017804,10,
100,1000058543,2022,1,4000020034,1,
100,1000058544,2022,1,4000038617,1,
100,1000058544,2022,2,4000038617,2,
100,1000058545,2022,1,4000027943,10,
100,1000058546,2022,1,4000047122,10,
100,1000058547,2022,1,4000027941,10,
100,1000058548,2022,1,4000025572,10,
100,1000058549,2022,1,4000027564,10,
100,1000058550,2022,1,4000011127,10,
100,1000058551,2022,1,4000046129,10,
100,1000058552,2022,1,4000031256,40,
100,1000058553,2022,1,4000031078,10,
100,1000058554,2022,1,4000016594,10,
100,1000058554,2022,2,4000016594,20,
100,1000058554,2022,3,4000016594,30,
100,1000058555,2022,1,4000055169,20,
100,1000058555,2022,2,4000055169,40,
100,1000058555,2022,3,4000055169,50,
100,1000058556,2022,1,4000054703,10,
100,1000058556,2022,2,4000054703,20,
100,1000058556,2022,3,4000054703,30,
100,1000058556,2022,4,4000054703,40,
100,1000058556,2022,5,4000054703,50,
100,1000058556,2022,6,4000054703,60,
100,1000058557,2022,1,4000034965,10,
100,1000058558,2022,1,4000034965,10,
100,1000058559,2022,1,4000012526,20,
100,1000058560,2022,1,4000031939,10,
100,1000058561,2022,1,4000031923,40,
100,1000058562,2022,1,4000035948,10,
100,1000058563,2022,1,4000001318,1,
100,1000058564,2022,1,4000031123,10,
100,1000058565,2022,1,4000035579,10,
100,1000058566,2022,1,4000035579,10,
100,1000058567,2022,1,4000031121,10,
100,1000058568,2022,1,4000049670,10,
100,1000058569,2022,1,4000031122,10,
100,1000058570,2022,1,4000031125,10,
100,1000058571,2022,1,4000031127,10,
100,1000058572,2022,1,4000031124,10,
100,1000058573,2022,1,4000031120,10,
100,1000058574,2022,1,4000031126,10,
100,1000058575,2022,1,4000015993,20,
100,1000058576,2022,1,4000053429,10,
100,1000058577,2022,1,4000034984,10,
100,1000058577,2022,2,4000034984,20,
100,1000058577,2022,3,4000034984,30,
100,1000058577,2022,4,4000034985,10,
100,1000058577,2022,5,4000034985,20,
100,1000058577,2022,6,4000034985,30,
100,1000058577,2022,7,4000034985,40,
100,1000058577,2022,8,4000054451,10,
100,1000058577,2022,9,4000054451,20,
100,1000058577,2022,10,4000054451,30,
100,1000058577,2022,11,4000016600,10,
100,1000058577,2022,12,4000016821,10,
100,1000058577,2022,13,4000017212,10,
100,1000058577,2022,14,4000017497,10,
100,1000058577,2022,15,4000036328,10,
100,1000058577,2022,16,4000036328,20,
100,1000058577,2022,17,4000036328,30,
100,1000058577,2022,18,4000036328,40,
100,1000058577,2022,19,4000036328,50,
100,1000058577,2022,20,4000036328,60,
100,1000058577,2022,21,4000036328,70,
100,1000058578,2022,1,4000036428,20,
100,1000058579,2022,1,4000049671,10,
100,1000058580,2022,1,4000030705,10,
100,1000058581,2022,1,4000031456,10,
100,1000058582,2022,1,4000049667,10,
100,1000058583,2022,1,4000030695,10,
100,1000058584,2022,1,4000030706,10,
100,1000058585,2022,1,4000030694,10,
100,1000058586,2022,1,4000030692,10,
100,1000058587,2022,1,4000033080,10,
100,1000058588,2022,1,4000030704,10,
100,1000058589,2022,1,4000030700,10,
100,1000058590,2022,1,4000030690,10,
100,1000058591,2022,1,4000031048,10,
100,1000058592,2022,1,4000031054,10,
100,1000058593,2022,1,4000031047,10,
100,1000058594,2022,1,4000049601,10,
100,1000058595,2022,1,4000015500,10,
100,1000058595,2022,2,4000015500,30,
100,1000058595,2022,3,4000015500,40,
100,1000058596,2022,1,4000031053,10,
100,1000058597,2022,1,4000031050,10,
100,1000058598,2022,1,4000031052,10,
100,1000058599,2022,1,4000031051,10,
100,1000058600,2022,1,4000031049,10,
100,1000058601,2022,1,4000030834,10,
100,1000058601,2022,2,4000030835,10,
100,1000058601,2022,3,4000030836,10,
100,1000058601,2022,4,4000030837,10,
100,1000058601,2022,5,4000030838,10,
100,1000058601,2022,6,4000030839,10,
100,1000058601,2022,7,4000030840,10,
100,1000058601,2022,8,4000030841,10,
100,1000058601,2022,9,4000030842,10,
100,1000058601,2022,10,4000030843,10,
100,1000058601,2022,11,4000030844,10,
100,1000058601,2022,12,4000030845,10,
100,1000058601,2022,13,4000030846,10,
100,1000058601,2022,14,4000030847,10,
100,1000058601,2022,15,4000030848,10,
100,1000058601,2022,16,4000030849,10,
100,1000058601,2022,17,4000030850,10,
100,1000058601,2022,18,4000030851,10,
100,1000058601,2022,19,4000030852,10,
100,1000058601,2022,20,4000030853,10,
100,1000058601,2022,21,4000030854,10,
100,1000058601,2022,22,4000030855,10,
100,1000058601,2022,23,4000030856,10,
100,1000058601,2022,24,4000030857,10,
100,1000058601,2022,25,4000030858,10,
100,1000058601,2022,26,4000030859,10,
100,1000058601,2022,27,4000030860,10,
100,1000058601,2022,28,4000030861,10,
100,1000058601,2022,29,4000030866,10,
100,1000058601,2022,30,4000030867,10,
100,1000058601,2022,31,4000030870,10,
100,1000058601,2022,32,4000030871,10,
100,1000058601,2022,33,4000030872,10,
100,1000058602,2022,1,4000053358,10,
100,1000058602,2022,2,4000053812,30,
100,1000058602,2022,3,4000016583,10,
100,1000058603,2022,1,4000031055,10,
100,1000058604,2022,1,4000032071,10,
100,1000058604,2022,2,4000032071,20,
100,1000058605,2022,1,4000051601,10,
100,1000058606,2022,1,4000031103,10,
100,1000058607,2022,1,4000054803,10,
100,1000058607,2022,2,4000054803,20,
100,1000058607,2022,3,4000054803,30,
100,1000058607,2022,4,4000054803,40,
100,1000058607,2022,5,4000054803,50,
100,1000058607,2022,6,4000054803,60,
100,1000058607,2022,7,4000054803,70,
100,1000058607,2022,8,4000054803,80,
100,1000058607,2022,9,4000054803,90,
100,1000058608,2022,1,4000016590,10,
100,1000058609,2022,1,4000052468,10,
100,1000058609,2022,2,4000052468,20,
100,1000058609,2022,3,4000052468,30,
100,1000058609,2022,4,4000052468,40,
100,1000058609,2022,5,4000015495,10,
100,1000058609,2022,6,4000015495,20,
100,1000058609,2022,7,4000034443,10,
100,1000058609,2022,8,4000053348,20,
100,1000058609,2022,9,4000034700,10,
100,1000058609,2022,10,4000034700,20,
100,1000058609,2022,11,4000034869,10,
100,1000058609,2022,12,4000034869,20,
100,1000058609,2022,13,4000054438,10,
100,1000058609,2022,14,4000054438,20,
100,1000058609,2022,15,4000054438,30,
100,1000058609,2022,16,4000016308,10,
100,1000058609,2022,17,4000016308,20,
100,1000058609,2022,18,4000016308,30,
100,1000058609,2022,22,4000050132,10,
100,1000058609,2022,23,4000050202,10,
100,1000058609,2022,24,4000050412,10,
100,1000058609,2022,25,4000012655,10,
100,1000058609,2022,26,4000013640,10,
100,1000058609,2022,27,4000053025,10,
100,1000058609,2022,28,4000033909,10,
100,1000058609,2022,29,4000033909,20,
100,1000058609,2022,30,4000033909,30,
100,1000058609,2022,31,4000014244,10,
100,1000058609,2022,32,4000052077,10,
100,1000058609,2022,33,4000052077,20,
100,1000058609,2022,34,4000015244,10,
100,1000058610,2022,1,4000051778,10,
100,1000058611,2022,1,4000017619,10,
100,1000058611,2022,2,4000017619,20,
100,1000058611,2022,3,4000017619,30,
100,1000058611,2022,4,4000017619,40,
100,1000058611,2022,5,4000017619,50,
100,1000058611,2022,6,4000017619,60,
100,1000058611,2022,7,4000017619,70,
100,1000058611,2022,8,4000017619,80,
100,1000058611,2022,9,4000017619,100,
100,1000058611,2022,10,4000017619,110,
100,1000058611,2022,11,4000017619,120,
100,1000058611,2022,12,4000017619,130,
100,1000058611,2022,13,4000017619,140,
100,1000058611,2022,14,4000017619,150,
100,1000058611,2022,15,4000017619,160,
100,1000058611,2022,16,4000017619,180,
100,1000058611,2022,17,4000017619,200,
100,1000058611,2022,18,4000017619,210,
100,1000058612,2022,1,4000001170,2,
100,1000058613,2022,1,4000038641,1,
100,1000058613,2022,2,4000038641,2,
100,1000058614,2022,1,4000013976,10,
100,1000058615,2022,1,4000053339,10,
100,1000058615,2022,2,4000053339,20,
100,1000058615,2022,3,4000053383,10,
100,1000058615,2022,4,4000053604,10,
100,1000058615,2022,5,4000053604,20,
100,1000058615,2022,6,4000053604,30,
100,1000058616,2022,1,4000053356,10,
100,1000058616,2022,2,4000035235,10,
100,1000058617,2022,1,4000013024,60,
100,1000058618,2022,1,4000013505,10,
100,1000058619,2022,1,4000032432,10,
100,1000058620,2022,1,4000015246,10,
100,1000058620,2022,2,4000015498,20,
100,1000058620,2022,3,4000034634,10,
100,1000058620,2022,4,4000034634,20,
100,1000058620,2022,5,4000034634,30,
100,1000058620,2022,6,4000034634,40,
100,1000058620,2022,7,4000053805,10,
100,1000058620,2022,8,4000053805,20,
100,1000058620,2022,9,4000053805,30,
100,1000058620,2022,10,4000053989,10,
100,1000058620,2022,11,4000053989,20,
100,1000058620,2022,12,4000016161,10,
100,1000058620,2022,13,4000016161,20,
100,1000058620,2022,14,4000016309,10,
100,1000058620,2022,15,4000035314,10,
100,1000058621,2022,1,4000036512,10,
100,1000058622,2022,1,4000051034,10,
100,1000058623,2022,1,4000051050,10,
100,1000058624,2022,1,4000033062,50,
100,1000058625,2022,1,4000017377,10,
100,1000058626,2022,1,4000054920,10,
100,1000058627,2022,1,4000013024,60,
100,1000058628,2022,1,4000054798,10,
100,1000058629,2022,1,4000034968,10,
100,1000058630,2022,1,4000015520,10,
100,1000058631,2022,1,4000047379,10,
100,1000058632,2022,1,4000016496,10,
100,1000058633,2022,1,4000053225,10,
100,1000058633,2022,2,4000053225,20,
100,1000058634,2022,1,4000013488,10,
100,1000058635,2022,1,4000052722,10,
100,1000058636,2022,1,4000054421,30,
100,1000058637,2022,1,4000038488,1,
100,1000058638,2022,1,4000017340,10,
100,1000058639,2022,1,4000038393,1,
100,1000058639,2022,2,4000038393,2,
100,1000058640,2022,1,4000001062,1,
100,1000058641,2022,1,4000038478,1,
100,1000058642,2022,1,4000001373,1,
100,1000058642,2022,2,4000001373,2,
100,1000058643,2022,1,4000038379,1,
100,1000058643,2022,2,4000038379,2,
100,1000058643,2022,3,4000038379,3,
100,1000058644,2022,1,4000049719,10,
100,1000058645,2022,1,4000001132,1,
100,1000058645,2022,2,4000001132,2,
100,1000058645,2022,3,4000001132,3,
100,1000058645,2022,4,4000001132,4,
100,1000058645,2022,5,4000001132,5,
100,1000058645,2022,6,4000001132,6,
100,1000058645,2022,7,4000001132,7,
100,1000058645,2022,8,4000001132,8,
100,1000058645,2022,9,4000001132,9,
100,1000058645,2022,10,4000001132,10,
100,1000058645,2022,11,4000001132,11,
100,1000058645,2022,12,4000001132,12,
100,1000058645,2022,13,4000001132,13,
100,1000058645,2022,14,4000001132,14,
100,1000058645,2022,15,4000001132,15,
100,1000058645,2022,16,4000001132,16,
100,1000058645,2022,17,4000001132,17,
100,1000058645,2022,18,4000001132,18,
100,1000058645,2022,19,4000001132,19,
100,1000058645,2022,20,4000001132,20,
100,1000058645,2022,21,4000001132,21,
100,1000058646,2022,1,4000038634,1,
100,1000058646,2022,2,4000038634,2,
100,1000058646,2022,3,4000038634,3,
100,1000058647,2022,1,4000015197,120,
100,1000058648,2022,1,4000015197,120,
100,1000058649,2022,1,4000015197,130,
100,1000058650,2022,1,4000035161,10,
100,1000058651,2022,1,4000016229,10,
100,1000058651,2022,2,4000016229,10,
100,1000058652,2022,1,4000015197,130,
100,1000058653,2022,1,4000034494,10,
100,1000058654,2022,1,4000016229,10,
100,1000058655,2022,1,4000049720,10,
100,1000058655,2022,2,4000049721,10,
100,1000058655,2022,3,4000049725,10,
100,1000058655,2022,4,4000049723,10,
100,1000058655,2022,5,4000049722,10,
100,1000058655,2022,6,4000049724,10,
100,1000058655,2022,7,4000049726,10,
100,1000058656,2022,1,4000033669,10,
100,1000058657,2022,1,4000031037,10,
100,1000058658,2022,1,4000036036,10,
100,1000058659,2022,1,4000035518,40,
100,1000058660,2022,1,4000033627,10,
100,1000058660,2022,2,4000033627,20,
100,1000058661,2022,1,4000049710,10,
100,1000058661,2022,2,4000049711,10,
100,1000058661,2022,3,4000049708,10,
100,1000058661,2022,4,4000049714,10,
100,1000058661,2022,5,4000049712,10,
100,1000058661,2022,6,4000049709,10,
100,1000058661,2022,7,4000049713,10,
100,1000058661,2022,8,4000049715,10,
100,1000058662,2022,1,4000019749,1,
100,1000058663,2022,1,4000052272,10,
100,1000058663,2022,2,4000052272,20,
100,1000058663,2022,3,4000052272,30,
100,1000058663,2022,4,4000052272,40,
100,1000058663,2022,5,4000052272,50,
100,1000058663,2022,6,4000052272,60,
100,1000058663,2022,7,4000052272,70,
100,1000058663,2022,8,4000052272,80,
100,1000058663,2022,9,4000052272,90,
100,1000058663,2022,10,4000052272,100,
100,1000058663,2022,11,4000052272,110,
100,1000058663,2022,12,4000052272,120,
100,1000058663,2022,13,4000052272,130,
100,1000058663,2022,14,4000052272,140,
100,1000058663,2022,15,4000052272,150,
100,1000058663,2022,16,4000052272,160,
100,1000058663,2022,17,4000052272,170,
100,1000058663,2022,18,4000052272,180,
100,1000058664,2022,1,4000035518,10,
100,1000058664,2022,2,4000035518,20,
100,1000058664,2022,3,4000035518,30,
100,1000058664,2022,4,4000035518,40,
100,1000058665,2022,1,4000053865,10,
100,1000058666,2022,1,4000013624,10,
100,1000058667,2022,1,4000019751,1,
100,1000058667,2022,2,4000019751,2,
100,1000058667,2022,3,4000019751,3,
100,1000058667,2022,4,4000019751,4,
100,1000058667,2022,5,4000019751,5,
100,1000058667,2022,6,4000019751,6,
100,1000058667,2022,7,4000019751,7,
100,1000058667,2022,8,4000019751,8,
100,1000058667,2022,9,4000019751,9,
100,1000058667,2022,10,4000019751,10,
100,1000058667,2022,11,4000019751,11,
100,1000058667,2022,12,4000019751,12,
100,1000058667,2022,13,4000019751,13,
100,1000058667,2022,14,4000019751,14,
100,1000058667,2022,15,4000019751,15,
100,1000058667,2022,16,4000019751,16,
100,1000058667,2022,17,4000019751,17,
100,1000058667,2022,18,4000019751,18,
100,1000058667,2022,19,4000019751,19,
100,1000058667,2022,20,4000019751,20,
100,1000058667,2022,21,4000019751,21,
100,1000058667,2022,22,4000019751,22,
100,1000058667,2022,23,4000019751,23,
100,1000058667,2022,24,4000019751,24,
100,1000058667,2022,25,4000019751,25,
100,1000058667,2022,26,4000019751,26,
100,1000058667,2022,27,4000019751,27,
100,1000058667,2022,28,4000019751,29,
100,1000058667,2022,29,4000019751,30,
100,1000058667,2022,30,4000019751,31,
100,1000058667,2022,31,4000019751,32,
100,1000058667,2022,32,4000019751,34,
100,1000058667,2022,33,4000019751,35,
100,1000058667,2022,34,4000019751,36,
100,1000058667,2022,35,4000019751,37,
100,1000058667,2022,36,4000019751,38,
100,1000058667,2022,37,4000019751,39,
100,1000058668,2022,1,4000033506,20,
100,1000058669,2022,1,4000038587,2,
100,1000058670,2022,1,4000038390,3,
100,1000058671,2022,1,4000013144,420,
100,1000058672,2022,1,4000001064,2,
100,1000058673,2022,1,4000038684,2,
100,1000058674,2022,1,4000013144,130,
100,1000058674,2022,2,4000013144,140,
100,1000058674,2022,3,4000013144,150,
100,1000058675,2022,1,4000013144,180,
100,1000058675,2022,2,4000013144,200,
100,1000058676,2022,1,4000020065,5,
100,1000058677,2022,1,4000015226,10,
100,1000058678,2022,1,4000031023,10,
100,1000058679,2022,1,4000001102,1,
100,1000058680,2022,1,4000031021,10,
100,1000058681,2022,1,4000020065,1,
100,1000058681,2022,2,4000020065,3,
100,1000058681,2022,3,4000020065,4,
100,1000058682,2022,1,4000019719,1,
100,1000058683,2022,1,4000011453,10,
100,1000058684,2022,1,4000038201,1,
100,1000058685,2022,1,4000001115,5,
100,1000058686,2022,1,4000030677,10,
100,1000058687,2022,1,4000038588,1,
100,1000058688,2022,1,4000001277,4,
100,1000058688,2022,2,4000001277,6,
100,1000058689,2022,1,4000038295,1,
100,1000058689,2022,2,4000038295,2,
100,1000058689,2022,3,4000038295,3,
100,1000058690,2022,1,4000013144,80,
100,1000058690,2022,2,4000013144,90,
100,1000058690,2022,3,4000013144,100,
100,1000058691,2022,1,4000019891,1,
100,1000058692,2022,1,4000030683,10,
100,1000039178,2022,1,4000013144,80,
100,1000039178,2022,2,4000013144,90,
100,1000058693,2022,5,4000033130,10,
100,1000058694,2022,1,4000019794,1,
100,1000058695,2022,1,4000055244,30,
100,1000058696,2022,1,4000035703,150,
100,1000058697,2022,1,4000055304,20,
100,1000058698,2022,1,4000001428,1,
100,1000058699,2022,2,4000012322,20,
100,1000058700,2022,1,4000001317,1,
100,1000058700,2022,2,4000001317,2,
100,1000058700,2022,3,4000001317,3,
100,1000058700,2022,4,4000001317,4,
100,1000058700,2022,5,4000001317,5,
100,1000058700,2022,6,4000001317,6,
100,1000058700,2022,7,4000001317,7,
100,1000058700,2022,8,4000001317,8,
100,1000058700,2022,9,4000001317,9,
100,1000058700,2022,10,4000001317,10,
100,1000058700,2022,11,4000001317,11,
100,1000058700,2022,12,4000001317,12,
100,1000058700,2022,13,4000001317,13,
100,1000058700,2022,14,4000001317,14,
100,1000058700,2022,15,4000001317,15,
100,1000058700,2022,16,4000001317,16,
100,1000058700,2022,17,4000001317,17,
100,1000058700,2022,18,4000001317,18,
100,1000058700,2022,19,4000001317,19,
100,1000058701,2022,1,4000033703,50,
100,1000058702,2022,1,4000033703,50,
100,1000058703,2022,1,4000033702,280,
100,1000058704,2022,1,4000033702,280,
100,1000058705,2022,1,4000033702,310,
100,1000058706,2022,1,4000033702,310,
100,1000058707,2022,1,4000033702,330,
100,1000058708,2022,1,4000033702,330,
100,1000058709,2022,1,4000033702,340,
100,1000058710,2022,1,4000033702,340,
100,1000058711,2022,1,4000033702,350,
100,1000058712,2022,1,4000033702,350,
100,1000058713,2022,1,4000033703,60,
100,1000058714,2022,1,4000033703,60,
100,1000058715,2022,1,4000033702,380,
100,1000058716,2022,1,4000033702,380,
100,1000058717,2022,1,4000054543,10,
100,1000058718,2022,1,4000054543,10,
100,1000058719,2022,1,4000054543,10,
100,1000058720,2022,1,4000054543,10,
100,1000058721,2022,1,4000054543,10,
100,1000058722,2022,1,4000054543,10,
100,1000058723,2022,1,4000054543,10,
100,1000058724,2022,1,4000054543,10,
100,1000058725,2022,1,4000054561,10,
100,1000058726,2022,1,4000054561,10,
100,1000058727,2022,1,4000054561,10,
100,1000058728,2022,1,4000054561,10,
100,1000058729,2022,1,4000054561,10,
100,1000058730,2022,1,4000054561,10,
100,1000058731,2022,1,4000054561,10,
100,1000058732,2022,1,4000054561,10,
100,1000058733,2022,1,4000054561,10,
100,1000058734,2022,1,4000054561,10,
100,1000058735,2022,1,4000000144,10,
100,1000058736,2022,1,4000000152,10,
100,1000058737,2022,1,4000018075,10,
100,1000058738,2022,1,4000036960,10,
100,1000058739,2022,1,4000017600,10,
100,1000058740,2022,1,4000016977,10,
100,1000058741,2022,1,4000015261,10,
100,1000058742,2022,1,4000031878,10,
100,1000058743,2022,1,4000033921,10,
100,1000058744,2022,1,4000013650,10,
100,1000058745,2022,1,4000052516,10,
100,1000058746,2022,1,4000016192,10,
100,1000058747,2022,1,4000036192,10,
100,1000058748,2022,1,4000031474,10,
100,1000058749,2022,1,4000029713,10,
100,1000058750,2022,1,4000054549,10,
100,1000058751,2022,1,4000047803,10,
100,1000058752,2022,1,4000010573,10,
100,1000058753,2022,1,4000031072,10,
100,1000058754,2022,1,4000050482,10,
100,1000058755,2022,1,4000029720,10,
100,1000058756,2022,1,4000050481,10,
100,1000058757,2022,1,4000028909,10,
100,1000058758,2022,1,4000048549,10,
100,1000058759,2022,1,4000030456,10,
100,1000058760,2022,1,4000049676,10,
100,1000058761,2022,1,4000031071,10,
100,1000058762,2022,1,4000012436,20,
100,1000058763,2022,1,4000001292,1,
100,1000058764,2022,1,4000054745,10,
100,1000058765,2022,1,4000012686,10,
100,1000058766,2022,1,4000053965,10,
100,1000058767,2022,1,4000042755,10,
100,1000058768,2022,1,4000049489,10,
100,1000058769,2022,1,4000036612,10,
100,1000058770,2022,1,4000000168,10,
100,1000058771,2022,1,4000042755,10,
100,1000058772,2022,1,4000032229,20,
100,1000058773,2022,1,4000047907,10,
100,1000058774,2022,1,4000033186,10,
100,1000058775,2022,1,4000011342,10,
100,1000058776,2022,1,4000051492,10,
100,1000058777,2022,1,4000050910,10,
100,1000058777,2022,2,4000051311,10,
100,1000058778,2022,1,4000035362,10,
100,1000058779,2022,1,4000051311,10,
100,1000058780,2022,1,4000051311,10,
100,1000058781,2022,1,4000035409,20,
100,1000058781,2022,2,4000035409,30,
100,1000058782,2022,1,4000054022,10,
100,1000058783,2022,1,4000036286,10,
100,1000058784,2022,1,4000043754,10,
100,1000058785,2022,1,4000027470,10,
100,1000058785,2022,2,4000027472,10,
100,1000058785,2022,3,4000027473,10,
100,1000058785,2022,4,4000027475,10,
100,1000058785,2022,5,4000027476,10,
100,1000058785,2022,6,4000027477,10,
100,1000058785,2022,7,4000027479,10,
100,1000058785,2022,8,4000027480,10,
100,1000058785,2022,9,4000027481,10,
100,1000058785,2022,10,4000027482,10,
100,1000058785,2022,11,4000027484,10,
100,1000058786,2022,1,4000035579,10,
100,1000058787,2022,1,4000034779,10,
100,1000058788,2022,1,4000027280,10,
100,1000058788,2022,2,4000027277,10,
100,1000058788,2022,3,4000027276,10,
100,1000058788,2022,4,4000027275,10,
100,1000058788,2022,5,4000027279,10,
100,1000058788,2022,6,4000027278,10,
100,1000058789,2022,1,4000037806,8,
100,1000058790,2022,1,4000017590,10,
100,1000058790,2022,2,4000017590,20,
100,1000058791,2022,1,4000014144,10,
100,1000058792,2022,1,4000054313,10,
100,1000058793,2022,1,4000053848,10,
100,1000058793,2022,2,4000053848,20,
100,1000058793,2022,3,4000053848,30,
100,1000058794,2022,1,4000050488,10,
100,1000058794,2022,2,4000050488,20,
100,1000058795,2022,1,4000035929,10,
100,1000058796,2022,1,4000017804,10,
100,1000058797,2022,1,4000035926,10,
100,1000058798,2022,1,4000053160,10,
100,1000058798,2022,2,4000053160,20,
100,1000058798,2022,3,4000053160,30,
100,1000058799,2022,1,4000035543,10,
100,1000058799,2022,2,4000035543,20,
100,1000058799,2022,3,4000035543,30,
100,1000058800,2022,1,4000052679,10,
100,1000058800,2022,2,4000052679,20,
100,1000058801,2022,1,4000014566,10,
100,1000058801,2022,2,4000014566,20,
100,1000058801,2022,3,4000014566,30,
100,1000058802,2022,1,4000017263,10,
100,1000058803,2022,1,4000018675,1,
100,1000058804,2022,1,4000016260,10,
100,1000058805,2022,1,4000054970,10,
