Client,Material Number,Created On,Date of Last Change,Date from which the cross-plant material status is valid,Date from which the X-distr.-chain material status is valid,Product hierarchy,Deletion date
100,MAT3163,2018-11-29,2021-07-22,,,,
100,MAT3164,2018-11-29,2021-07-22,,,,
100,MAT3165,2018-11-29,2021-07-27,,,,
100,MAT3166,2018-11-29,2020-08-05,,,,
100,MAT3167,2018-11-29,2021-07-27,,,,
100,MAT3168,2018-11-29,2021-07-27,,,,
100,MAT3169,2018-11-29,2021-09-02,,,,
100,MAT3170,2018-11-29,2020-03-26,,,,
100,MAT3171,2018-11-29,2021-11-29,,,,
100,MAT3172,2018-11-29,2020-10-05,,,,
100,MAT3173,2018-11-29,2020-09-14,,,,
100,MAT3174,2018-11-29,2022-04-13,,,,
100,MAT3175,2018-11-29,2020-08-05,,,,
100,MAT3176,2018-11-29,2020-08-05,,,,
100,MAT3177,2018-11-29,2020-01-09,,,,
100,MAT3178,2018-11-29,2021-02-04,,,,
100,MAT3179,2018-11-29,2020-04-21,,,,
100,MAT3180,2018-11-29,2022-02-02,,,,
100,MAT3181,2018-11-29,2022-02-02,,,,
100,MAT3182,2018-11-29,2021-05-05,,,,
100,MAT3183,2018-11-29,2021-05-05,,,,
100,MAT3184,2018-11-29,2021-05-05,,,,
100,MAT3185,2018-11-28,2020-01-09,,,,
100,MAT3186,2018-11-29,2020-01-09,,,,
100,MAT3187,2018-11-28,2022-05-11,,,,
100,MAT3188,2018-11-29,2020-01-09,,,,
100,MAT3189,2018-11-28,2022-05-16,,,,
100,MAT7892,2018-11-28,2022-04-01,,,,
100,MAT7893,2018-11-29,2022-04-01,,,,
100,MAT7894,2018-11-29,2022-04-01,,,,
100,MAT7895,2018-11-28,2022-04-27,,,,
100,MAT7896,2018-11-28,2020-11-30,,,,
100,MAT7897,2018-11-28,2022-01-20,,,,
100,MAT7898,2018-11-28,2020-01-09,,,,
100,MAT7899,2018-11-28,2022-03-21,,,,
100,MAT7900,2018-11-29,2020-11-30,,,,
100,MAT7901,2018-11-29,2020-01-09,,,,
100,MAT7902,2018-11-29,2020-01-09,,,,
100,MAT7903,2018-11-29,2022-04-13,,,,
100,MAT7904,2018-11-29,2021-02-17,,,,
100,MAT7905,2018-11-29,2022-03-21,,,,
100,MAT7906,2018-11-29,2022-01-11,,,,
100,MAT7907,2018-11-29,2022-03-10,,,,
100,MAT7908,2018-11-29,2022-03-16,,,,
100,MAT7909,2018-11-29,2020-01-09,,,,
100,MAT7910,2018-11-29,2022-03-10,,,,
100,MAT7911,2018-11-29,2020-01-09,,,,
100,MAT7912,2018-11-29,2020-01-09,,,,
100,MAT7913,2018-11-29,2021-11-04,,,,
100,MAT7914,2018-11-29,2022-03-15,,,,
100,MAT7915,2018-11-29,2020-01-09,,,,
100,MAT7916,2018-11-29,2022-02-07,,,,
100,MAT7917,2018-11-29,2020-01-09,,,,
100,MAT7918,2018-11-29,2020-01-09,,,,
100,MAT7919,2018-11-29,2021-12-17,,,,
100,MAT7920,2018-11-29,2022-03-16,,,,
100,MAT7921,2018-11-28,2022-03-03,,,,
100,MAT7922,2018-11-29,2022-02-17,,,,
100,MAT7923,2018-11-29,2020-02-10,,,,
100,MAT7924,2018-11-29,2022-02-24,,,,
100,MAT7925,2018-11-29,2020-01-09,,,,
100,MAT7926,2018-11-29,2022-02-14,,,,
100,MAT7927,2018-11-29,2022-02-15,,,,
100,MAT7928,2018-11-29,2020-01-09,,,,
100,MAT7929,2018-11-29,2020-01-09,,,,
100,MAT7930,2018-11-29,2022-02-14,,,,
100,MAT7931,2018-11-28,2020-01-09,,,,
100,MAT7932,2018-11-29,2021-07-26,,,,
100,MAT7933,2018-11-29,2022-02-01,,,,
100,MAT7934,2018-11-28,2020-01-09,,,,
100,MAT7935,2018-11-29,2020-01-09,,,,
100,MAT7936,2018-11-29,2022-02-01,,,,
100,MAT7937,2018-11-29,2022-02-01,,,,
100,MAT7938,2018-11-29,2020-04-08,,,,
100,MAT7939,2018-11-29,2021-03-16,,,,
100,MAT7940,2018-11-28,2022-02-23,,,,
100,MAT7941,2018-11-30,2022-03-28,,,,
100,MAT7942,2018-11-29,2020-01-09,,,,
100,MAT7943,2018-11-29,2022-07-11,,,,
100,MAT7944,2018-11-29,2020-01-09,,,,
100,MAT7945,2018-11-29,2020-01-09,,,,
100,MAT7946,2018-11-29,2020-01-09,,,,
100,MAT7947,2018-11-29,2020-11-02,,,,
100,MAT7948,2018-11-29,2020-01-09,,,,
100,MAT7949,2018-11-29,2022-03-30,,,,
100,MAT7950,2018-11-29,2022-03-10,,,,
100,MAT7951,2018-11-29,2021-08-05,,,,
100,MAT7952,2018-11-29,2020-01-09,,,,
100,MAT7953,2018-11-29,2020-01-09,,,,
100,MAT7954,2018-11-28,2021-09-16,,,,
100,MAT7955,2018-11-28,2021-08-11,,,,
100,MAT7956,2018-11-28,2021-08-18,,,,
100,MAT7957,2018-11-29,2020-01-09,,,,
100,MAT7958,2018-11-28,2021-01-12,,,,
100,MAT7959,2018-11-30,2022-05-19,,,,
100,MAT7960,2018-11-29,2022-03-08,,,,
100,MAT7961,2018-11-29,2021-06-23,,,,
100,MAT938,2018-11-29,2021-07-21,,,,
100,MAT939,2018-11-29,2022-06-20,,,,
100,MAT940,2018-11-29,2021-07-21,,,,
100,MAT941,2018-11-29,2021-07-21,,,,
100,MAT942,2018-11-29,2022-07-06,,,,
100,MAT943,2018-11-29,2021-07-21,,,,
100,MAT944,2018-11-29,2021-07-21,,,,
100,MAT945,2018-11-29,2022-06-20,,,,
100,MAT946,2018-11-29,2021-07-21,,,,
100,MAT947,2018-11-29,2021-07-21,,,,
100,MAT948,2018-11-28,2022-06-21,,,,
100,MAT949,2018-11-29,2022-07-18,,,,
100,MAT950,2018-11-29,2022-06-15,,,,
100,MAT951,2018-11-28,2022-07-18,,,,
100,MAT952,2018-11-29,2022-07-18,,,,
100,MAT953,2018-11-29,2022-06-20,,,,
100,MAT954,2018-11-29,2022-07-18,,,,
100,MAT955,2018-11-29,2021-07-21,,,,
100,MAT956,2018-11-28,2022-07-18,,,,
100,MAT957,2018-11-29,2021-11-02,,,,
100,MAT958,2018-11-29,2022-07-18,,,,
100,MAT959,2018-11-29,2022-07-18,,,,
100,MAT960,2018-11-29,2022-07-18,,,,
100,MAT961,2018-11-28,2022-07-18,,,,
100,MAT962,2018-11-29,2022-06-14,,,,
100,MAT963,2018-11-29,2022-06-02,,,,
100,MAT964,2018-11-28,2021-08-27,,,,
100,MAT965,2018-11-29,2022-07-19,,,,
100,MAT966,2018-11-29,2022-07-19,,,,
100,MAT967,2018-11-29,2020-01-09,,,,
100,MAT968,2018-11-29,2020-01-09,,,,
100,MAT969,2018-11-29,2022-07-19,,,,
100,MAT970,2018-11-29,2022-02-24,,,,
100,MAT971,2018-11-29,2022-02-24,,,,
100,MAT972,2018-11-29,2022-07-01,,,,
100,MAT973,2018-11-29,2022-02-24,,,,
100,MAT974,2018-11-29,2022-02-24,,,,
100,MAT975,2018-11-29,2022-02-24,,,,
100,MAT976,2018-11-29,2022-06-20,,,,
100,MAT977,2018-11-29,2022-06-20,,,,
100,MAT7979,2018-11-29,2022-02-24,,,,
100,MAT7980,2018-11-29,2022-02-24,,,,
100,MAT7981,2018-11-29,2021-06-07,,,,
100,MAT7982,2018-11-29,2020-05-18,,,,
100,MAT7983,2018-11-29,2022-07-01,,,,
100,MAT7984,2018-11-29,2022-06-30,,,,
100,MAT7985,2018-11-29,2022-03-01,,,,
100,MAT7986,2018-11-29,2022-03-01,,,,
100,MAT7987,2018-11-29,2021-03-22,,,,
100,MAT7988,2018-11-29,2021-07-21,,,,
100,MAT7989,2018-11-29,2021-07-21,,,,
100,MAT7990,2018-11-29,2021-07-21,,,,
100,MAT7991,2018-11-28,2022-03-22,,,,
100,MAT7992,2018-11-28,2022-06-20,,,,
100,MAT7993,2018-11-28,2022-06-20,,,,
100,MAT7994,2018-11-28,2021-03-22,,,,
100,MAT7995,2018-11-28,2022-05-20,,,,
100,MAT7996,2018-11-28,2022-06-14,,,,
100,MAT7997,2018-11-28,2022-05-11,,,,
100,MAT7998,2018-11-28,2022-06-12,,,,
100,MAT7999,2018-11-28,2022-06-12,,,,
100,MAT8000,2018-11-29,2021-05-11,,,,
100,MAT8001,2018-11-28,2022-05-26,,,,
100,MAT8002,2018-11-29,2022-05-12,,,,
100,MAT8003,2018-11-28,2022-05-12,,,,
100,MAT8004,2018-11-29,2022-05-18,,,,
100,MAT8005,2018-11-28,2021-07-21,,,,
100,MAT8006,2018-11-29,2022-07-18,,,,
100,MAT8007,2018-11-29,2022-06-14,,,,
100,MAT8008,2018-11-29,2022-06-14,,,,
100,MAT8009,2018-11-29,2022-06-14,,,,
100,MAT8010,2018-11-29,2022-06-14,,,,
100,MAT8011,2018-11-28,2022-05-10,,,,
100,MAT8012,2018-11-28,2021-07-21,,,,
100,MAT8013,2018-11-29,2021-07-21,,,,
100,MAT8014,2018-11-29,2021-07-21,,,,
100,MAT8015,2018-11-29,2021-07-21,,,,
100,MAT8016,2018-11-28,2022-01-11,,,,
100,MAT5919,2019-02-27,2020-02-07,,,,
100,MAT5920,2019-02-27,2020-03-30,,,,
100,MAT5921,2019-02-27,2020-03-30,,,,
100,MAT5922,2019-02-27,2020-03-30,,,,
100,MAT5923,2019-02-27,2020-01-09,,,,
100,MAT5924,2019-02-27,2021-02-23,,,,
100,MAT5925,2019-02-27,2022-01-07,,,,
100,MAT5926,2019-02-27,2022-05-10,,,,
100,MAT5927,2019-02-27,2022-05-10,,,,
100,MAT5928,2019-02-27,2022-05-10,,,,
100,MAT5929,2019-02-27,2020-10-08,,,,
100,MAT5930,2019-02-27,2020-01-09,,,,
100,MAT5931,2019-02-27,2021-02-19,,,,
100,MAT5932,2019-02-27,2020-02-07,,,,
100,MAT5933,2019-02-27,2020-10-08,,,,
100,MAT5934,2019-02-27,2020-10-08,,,,
100,MAT5935,2019-02-27,2020-10-05,,,,
100,MAT5936,2019-02-27,2020-01-09,,,,
100,MAT5937,2019-02-27,2021-03-22,,,,
100,MAT5938,2019-02-27,2020-10-14,,,,
100,MAT5939,2019-02-27,2020-11-04,,,,
100,MAT5940,2019-02-27,2020-07-30,,,,
100,MAT5941,2019-02-27,2020-01-09,,,,
100,MAT5942,2019-02-27,2020-10-08,,,,
100,MAT5943,2019-02-27,2020-10-08,,,,
100,MAT5944,2019-02-27,2020-10-08,,,,
100,MAT5945,2019-02-27,2020-07-30,,,,
100,MAT5946,2019-02-27,2020-01-09,,,,
100,MAT5947,2019-02-27,2021-01-11,,,,
100,MAT5948,2019-02-27,2021-01-11,,,,
100,MAT5949,2019-02-27,2020-01-09,,,,
100,MAT5950,2019-02-27,2021-02-19,,,,
100,MAT978,2019-02-27,2020-01-09,,,,
100,MAT979,2019-02-27,2021-02-19,,,,
100,MAT980,2019-02-27,2020-04-01,,,,
100,MAT981,2019-02-27,2020-01-09,,,,
100,MAT982,2019-02-27,2022-01-19,,,,
100,MAT983,2019-02-27,2020-01-09,,,,
100,MAT984,2019-02-27,2020-01-09,,,,
100,MAT985,2019-02-27,2021-02-19,,,,
100,MAT986,2019-02-27,2022-01-18,,,,
100,MAT987,2019-02-27,2021-02-19,,,,
100,MAT988,2019-02-27,2020-02-07,,,,
100,MAT989,2019-02-27,2022-01-19,,,,
100,MAT990,2019-02-27,2020-04-01,,,,
100,MAT991,2019-02-27,2022-02-16,,,,
100,MAT992,2019-02-27,2021-01-21,,,,
100,MAT993,2019-02-27,2020-01-09,,,,
100,MAT994,2019-02-27,2020-01-09,,,,
100,MAT995,2019-02-27,2020-04-15,,,,
100,MAT996,2019-02-27,2021-02-19,,,,
100,MAT997,2019-02-27,2022-01-18,,,,
100,MAT998,2019-02-27,2022-01-18,,,,
100,MAT999,2019-02-27,2021-02-19,,,,
100,MAT1000,2019-02-27,2021-07-01,,,,
100,MAT1001,2019-02-27,2020-10-08,,,,
100,MAT1002,2019-02-27,2022-04-27,,,,
100,MAT1003,2019-02-27,2022-07-06,,,,
100,MAT1004,2019-02-27,2022-04-27,,,,
100,MAT1005,2019-02-27,2022-07-06,,,,
100,MAT1006,2019-02-27,2022-04-27,,,,
100,MAT1007,2019-02-27,2022-04-27,,,,
100,MAT1008,2019-02-27,2022-05-04,,,,
100,MAT1009,2019-02-27,2022-05-04,,,,
100,MAT1010,2019-02-27,2022-05-04,,,,
100,MAT1011,2019-02-27,2020-01-09,,,,
100,MAT1012,2019-02-27,2020-01-09,,,,
100,MAT1013,2019-02-27,2022-04-21,,,,
100,MAT1014,2019-02-27,2020-02-10,,,,
100,MAT1015,2019-02-27,2020-01-09,,,,
100,MAT1016,2019-02-27,2022-01-09,,,,
100,MAT1017,2019-02-27,2022-05-19,,,,
100,MAT1018,2019-02-27,2020-03-27,,,,
100,MAT1019,2019-02-27,2020-01-09,,,,
100,MAT1020,2019-02-27,2020-01-09,,,,
100,MAT1021,2019-02-27,2020-01-09,,,,
100,MAT1022,2019-02-27,2020-11-19,,,,
100,MAT1023,2019-02-27,2020-01-09,,,,
100,MAT1024,2019-02-27,2020-01-09,,,,
100,MAT1025,2019-02-27,2020-01-09,,,,
100,MAT1026,2019-02-27,2022-04-13,,,,
100,MAT1027,2019-02-27,2020-01-09,,,,
100,MAT3487,2019-02-27,2021-02-05,,,,
100,MAT3488,2019-02-27,2021-02-05,,,,
100,MAT3489,2019-02-27,2022-02-11,,,,
100,MAT3490,2019-02-27,2022-03-15,,,,
100,MAT3491,2019-02-27,2021-02-05,,,,
100,MAT3492,2019-02-27,2021-02-05,,,,
100,MAT3493,2019-02-27,2021-09-22,,,,
100,MAT3494,2019-02-27,2021-09-22,,,,
100,MAT3495,2019-02-27,2021-12-02,,,,
100,MAT3496,2019-02-27,2021-09-22,,,,
100,MAT3497,2019-02-27,2021-02-24,,,,
100,MAT3498,2019-02-27,2022-02-22,,,,
100,MAT3499,2019-02-27,2022-06-28,,,,
100,MAT3500,2019-02-27,2022-06-20,,,,
100,MAT3501,2019-02-27,2022-02-22,,,,
100,MAT3502,2019-02-27,2022-04-18,,,,
100,MAT3503,2019-02-27,2022-05-16,,,,
100,MAT3504,2019-02-27,2022-01-12,,,,
100,MAT3505,2019-02-27,2022-05-16,,,,
100,MAT3506,2019-02-27,2022-05-16,,,,
100,MAT3507,2019-02-27,2022-06-20,,,,
100,MAT3508,2019-02-27,2022-05-16,,,,
100,MAT3509,2019-02-27,2022-06-20,,,,
100,MAT3510,2019-02-27,2022-02-22,,,,
100,MAT3511,2019-02-27,2022-02-16,,,,
100,MAT3512,2019-02-27,2022-06-15,,,,
100,MAT3513,2019-02-27,2022-01-20,,,,
100,MAT3514,2019-02-27,2022-04-27,,,,
100,MAT3515,2019-02-27,2022-06-15,,,,
100,MAT3516,2019-02-27,2022-02-10,,,,
100,MAT3517,2019-02-27,2022-05-17,,,,
100,MAT3518,2019-02-27,2022-02-10,,,,
100,MAT3519,2019-02-27,2022-02-10,,,,
100,MAT3520,2019-02-27,2022-02-10,,,,
100,MAT3521,2019-02-27,2022-01-19,,,,
100,MAT3522,2019-02-27,2022-02-23,,,,
100,MAT3523,2019-02-27,2022-02-23,,,,
100,MAT3524,2019-02-27,2021-12-29,,,,
100,MAT5951,2019-02-27,2022-03-16,,,,
100,MAT5952,2019-02-27,2022-01-18,,,,
100,MAT5953,2019-02-27,2021-07-08,,,,
100,MAT5954,2019-02-27,2022-02-17,,,,
100,MAT5955,2019-02-27,2022-05-13,,,,
100,MAT5956,2019-02-27,2021-02-05,,,,
100,MAT5957,2019-02-27,2021-02-05,,,,
100,MAT5958,2019-02-27,2021-02-05,,,,
100,MAT5959,2019-02-27,2021-02-05,,,,
100,MAT5960,2019-02-27,2022-06-01,,,,
100,MAT5961,2019-02-27,2022-02-15,,,,
100,MAT5962,2019-02-27,2021-02-05,,,,
100,MAT5963,2019-02-27,2021-02-05,,,,
100,MAT5964,2019-02-27,2021-02-05,,,,
100,MAT5965,2019-02-27,2021-02-05,,,,
100,MAT5966,2019-02-27,2021-02-05,,,,
100,MAT5967,2019-02-27,2022-06-01,,,,
100,MAT5968,2019-02-27,2021-02-05,,,,
100,MAT5969,2019-02-27,2022-06-01,,,,
100,MAT5970,2019-02-27,2021-02-05,,,,
100,MAT5971,2019-02-27,2021-02-05,,,,
100,MAT5972,2019-02-27,2021-02-05,,,,
100,MAT5973,2019-02-27,2021-02-05,,,,
100,MAT8226,2019-12-04,2022-06-07,,,,
100,MAT3525,2019-12-04,2021-02-05,,,,
100,MAT3526,2019-12-04,2021-02-05,,,,
100,MAT3527,2019-12-04,2021-05-10,,,,
100,MAT3528,2019-12-04,2022-02-14,,,,
100,MAT3529,2019-12-04,2021-02-05,,,,
100,MAT3530,2019-12-04,2021-02-05,,,,
100,MAT3531,2019-12-04,2022-05-13,,,,
100,MAT3532,2019-12-04,2021-11-18,,,,
100,MAT3533,2019-12-04,2021-02-05,,,,
100,MAT3534,2019-12-04,2021-02-05,,,,
100,MAT3535,2019-12-04,2021-02-05,,,,
100,MAT3536,2019-12-04,2021-02-05,,,,
100,MAT3537,2019-12-04,2021-02-05,,,,
100,MAT3538,2019-12-04,2021-02-05,,,,
100,MAT3539,2019-12-04,2021-02-05,,,,
100,MAT3540,2019-12-04,2021-02-05,,,,
100,MAT3541,2019-12-04,2021-02-05,,,,
100,MAT3542,2019-12-04,2021-02-05,,,,
100,MAT3543,2019-12-04,2021-12-16,,,,
100,MAT3544,2019-12-04,2021-02-05,,,,
100,MAT3545,2019-12-04,2021-02-05,,,,
100,MAT3546,2019-12-04,2021-09-26,,,,
100,MAT3547,2019-12-04,2021-09-26,,,,
100,MAT3548,2019-12-04,2021-12-07,,,,
100,MAT3549,2019-12-04,2021-02-05,,,,
100,MAT3550,2019-12-04,2021-02-05,,,,
100,MAT3551,2019-12-04,2022-06-10,,,,
100,MAT3552,2019-12-04,2021-09-26,,,,
100,MAT3553,2019-12-04,2021-09-26,,,,
100,MAT3554,2019-12-04,2022-06-08,,,,
100,MAT3555,2019-12-04,2021-11-08,,,,
100,MAT3556,2019-12-04,2021-02-05,,,,
100,MAT3557,2019-12-04,2021-04-12,,,,
100,MAT3558,2019-12-04,2021-12-01,,,,
100,MAT3559,2019-12-04,2021-02-05,,,,
100,MAT3560,2019-12-04,2021-06-24,,,,
100,MAT3561,2019-12-04,2021-02-05,,,,
100,MAT3562,2019-12-04,2021-02-05,,,,
100,MAT3563,2019-12-04,2021-02-05,,,,
100,MAT3564,2019-12-04,2021-11-23,,,,
100,MAT3565,2019-12-04,2021-02-05,,,,
100,MAT3566,2019-12-04,2021-02-05,,,,
100,MAT3567,2019-12-04,2021-02-05,,,,
100,MAT3568,2019-12-04,2021-10-19,,,,
100,MAT3569,2019-12-04,2021-02-05,,,,
100,MAT3570,2019-12-04,2021-06-24,,,,
100,MAT3571,2019-12-04,2022-01-12,,,,
100,MAT8277,2020-03-03,2021-02-05,,,,
100,MAT8278,2020-03-11,2021-07-21,,,,
100,MAT8279,2020-03-11,2022-06-30,,,,
100,MAT8280,2020-03-17,2021-02-05,,,,
100,MAT8281,2020-03-17,2021-07-08,,,,
100,MAT8282,2020-03-17,2022-05-20,,,,
100,MAT8283,2020-03-12,2021-07-21,,,,
100,MAT8284,2020-03-12,2022-05-26,,,,
100,MAT8285,2020-03-12,2022-05-26,,,,
100,MAT8286,2020-03-12,2022-05-26,,,,
100,MAT8287,2020-03-12,2022-05-26,,,,
100,MAT8288,2020-03-19,2021-09-27,,,,
100,MAT8289,2020-03-23,2022-01-22,,,,
100,MAT8290,2020-03-16,2022-02-25,,,,
100,MAT8291,2020-03-16,2022-02-25,,,,
100,MAT8292,2020-03-16,2021-02-05,,,,
100,MAT8293,2020-03-24,2022-06-05,,,,
100,MAT8294,2020-03-26,2022-04-24,,,,
100,MAT8295,2020-03-17,2022-05-13,,,,
100,MAT8296,2020-03-24,2022-06-05,,,,
100,MAT8297,2020-03-20,2021-08-26,,,,
100,MAT8298,2020-03-30,2022-04-23,,,,
100,MAT8299,2020-04-02,2022-02-16,,,,
100,MAT3583,2020-03-31,2022-04-23,,,,
100,MAT3584,2020-03-31,2022-02-17,,,,
100,MAT3585,2020-04-14,2022-07-12,,,,
100,MAT3586,2020-04-03,2021-02-05,,,,
100,MAT3587,2020-04-03,2021-07-13,,,,
100,MAT3588,2020-04-08,2022-05-24,,,,
100,MAT3589,2020-04-22,2022-02-25,,,,
100,MAT3590,2020-05-12,2022-03-02,,,,
100,MAT3591,2020-05-19,2021-10-12,,,,
100,MAT3592,2020-05-19,2022-05-06,,,,
100,MAT3593,2020-04-29,2022-05-12,,,,
100,MAT3594,2020-06-18,2020-07-24,,,,
100,MAT3595,2020-05-02,2021-04-28,,,,
100,MAT3596,2020-05-02,2022-05-02,,,,
100,MAT3597,2020-05-02,2022-05-02,,,,
100,MAT3598,2020-05-20,2022-03-02,,,,
100,MAT3599,2020-05-20,2022-05-01,,,,
100,MAT3600,2020-05-13,2022-03-25,,,,
100,MAT3601,2020-05-15,2022-03-16,,,,
100,MAT3602,2020-05-15,2021-04-07,,,,
100,MAT3603,2020-05-29,2022-07-18,,,,
100,MAT3604,2020-06-16,2020-07-24,,,,
100,MAT3605,2020-05-19,2022-03-07,,,,
100,MAT3606,2020-05-19,2022-06-17,,,,
100,MAT3607,2020-05-22,2022-07-11,,,,
100,MAT3608,2020-07-08,2022-06-20,,,,
100,MAT3609,2020-06-17,2022-03-16,,,,
100,MAT3610,2020-06-22,2021-12-14,,,,
100,MAT3611,2020-06-22,2021-12-14,,,,
100,MAT3612,2020-06-22,2021-12-14,,,,
100,MAT3613,2020-07-01,2021-11-10,,,,
100,MAT3614,2020-07-01,2021-11-10,,,,
100,MAT3615,2020-07-10,2022-05-26,,,,
100,MAT3616,2020-07-01,2021-11-10,,,,
100,MAT3617,2020-07-01,2021-11-10,,,,
100,MAT3618,2020-07-01,2022-01-02,,,,
100,MAT3619,2020-07-10,2021-12-02,,,,
100,MAT3620,2020-07-10,2021-12-02,,,,
100,MAT1295,2021-10-07,2022-05-09,,,,
100,MAT1296,2021-10-07,2022-05-09,,,,
100,MAT1297,2021-10-18,2022-03-28,,,,
100,MAT1298,2021-10-19,2022-01-26,,,,
100,MAT1299,2021-10-19,2022-05-18,,,,
100,MAT1300,2021-10-20,2022-03-28,,,,
100,MAT1301,2021-10-27,2022-05-01,,,,
100,MAT1302,2021-11-01,2022-04-05,,,,
100,MAT1303,2021-11-01,2022-05-01,,,,
100,MAT1304,2021-11-01,2022-03-28,,,,
100,MAT1305,2021-11-01,2022-03-28,,,,
100,MAT1306,2021-11-04,2022-06-12,,,,
100,MAT1307,2021-11-04,2022-06-03,,,,
100,MAT1308,2021-11-04,2022-05-05,,,,
100,MAT1309,2021-11-04,2022-05-05,,,,
100,MAT1310,2021-11-04,2022-04-05,,,,
100,MAT1311,2021-11-04,2022-05-01,,,,
100,MAT1312,2021-11-04,2022-03-12,,,,
100,MAT1313,2021-11-04,2022-03-01,,,,
100,MAT1314,2021-11-17,2022-04-28,,,,
100,MAT1315,2021-11-17,2021-11-17,,,,
100,MAT1316,2021-11-15,,,,,
100,MAT1317,2021-11-15,,,,,
100,MAT1318,2021-11-15,,,,,
100,MAT1319,2021-11-18,,,,,
100,MAT1320,2021-11-24,2022-06-13,,,,
100,MAT1321,2021-11-24,2022-05-01,,,,
100,MAT1322,2021-11-24,2022-06-07,,,,
100,MAT1323,2021-11-24,2022-06-07,,,,
100,MAT1324,2021-11-24,2022-05-29,,,,
100,MAT1325,2021-11-24,2022-05-01,,,,
100,MAT1326,2021-11-24,2022-05-01,,,,
100,MAT1327,2021-11-24,2022-04-01,,,,
100,MAT1328,2021-11-24,2022-06-12,,,,
100,MAT1329,2021-12-07,2022-03-04,,,,
100,MAT1330,2021-11-24,2022-04-18,,,,
100,MAT1331,2021-11-24,2022-04-18,,,,
100,MAT1332,2021-11-24,2022-04-18,,,,
100,MAT1333,2021-11-24,2022-04-18,,,,
100,MAT1334,2021-11-24,2022-04-18,,,,
100,MAT1335,2021-11-24,2022-01-20,,,,
100,MAT1336,2021-11-24,2022-07-15,,,,
100,MAT1337,2021-11-24,2022-01-20,,,,
100,MAT1338,2021-11-24,2022-01-20,,,,
100,MAT1339,2021-11-24,2022-01-20,,,,
100,MAT1340,2021-11-24,2022-01-20,,,,
100,MAT1341,2021-11-24,2022-01-20,,,,
100,MAT1342,2021-11-24,2022-01-20,,,,
100,MAT1343,2021-11-24,2022-07-10,,,,
100,MAT1344,2021-11-24,2022-06-20,,,,
100,MAT1345,2021-11-24,2022-05-19,,,,
100,MAT1346,2021-12-07,2022-05-03,,,,
100,MAT1347,2021-12-07,2022-05-03,,,,
100,MAT1348,2021-12-15,2022-07-01,,,,
100,MAT1349,2021-12-20,2022-05-27,,,,
100,MAT1350,2021-12-16,2022-03-28,,,,
100,MAT1351,2022-01-13,2022-04-01,,,,
100,MAT1352,2022-01-13,2022-04-01,,,,
100,MAT1353,2022-01-13,2022-05-01,,,,
100,MAT1354,2022-01-13,2022-05-25,,,,
100,MAT8300,2021-12-26,2022-03-28,,,,
100,MAT8301,2021-12-26,2022-03-28,,,,
100,MAT8302,2021-12-26,2022-03-28,,,,
100,MAT8303,2021-12-26,2022-03-28,,,,
100,MAT8304,2021-12-26,2022-03-28,,,,
100,MAT8305,2021-12-21,2021-12-27,,,,
100,MAT8306,2021-12-23,2022-04-10,,,,
100,MAT8307,2022-01-07,2022-01-21,,,,
100,MAT8308,2022-01-07,2022-01-21,,,,
100,MAT8309,2021-12-20,2022-05-27,,,,
100,MAT8310,2021-12-20,2022-05-27,,,,
100,MAT8311,2021-12-20,2022-05-10,,,,
100,MAT8312,2021-12-20,2022-04-01,,,,
100,MAT8313,2021-12-20,2022-05-25,,,,
100,MAT8314,2021-12-20,2022-05-25,,,,
100,MAT8315,2021-12-20,2022-05-25,,,,
100,MAT8316,2021-12-20,2022-05-25,,,,
100,MAT8317,2021-12-20,2022-05-25,,,,
100,MAT8318,2021-12-20,2022-05-27,,,,
100,MAT8319,2021-12-20,2022-05-27,,,,
100,MAT8320,2021-12-20,2022-05-27,,,,
100,MAT8321,2021-12-20,2022-05-27,,,,
100,MAT8322,2021-12-20,2022-05-27,,,,
100,MAT8323,2021-12-20,2022-06-04,,,,
100,MAT8324,2021-12-20,2022-05-27,,,,
100,MAT8325,2021-12-20,2022-05-27,,,,
100,MAT8326,2021-12-20,2022-05-27,,,,
100,MAT8580,2018-11-28,2021-07-28,,,,
100,MAT8581,2018-11-28,2021-10-27,,,,
100,MAT8582,2018-11-28,2021-07-28,,,,
100,MAT8583,2018-11-28,2021-07-28,,,,
100,MAT8584,2018-11-28,2021-07-28,,,,
100,MAT8585,2018-11-28,2021-07-28,,,,
100,MAT8586,2018-11-28,2022-04-07,,,,
100,MAT8587,2018-11-30,2022-02-01,,,,
100,MAT8588,2018-11-28,2021-10-28,,,,
100,MAT8589,2018-11-28,2022-04-25,,,,
100,MAT8590,2018-11-28,2021-10-27,,,,
100,MAT8591,2018-11-28,2022-03-15,,,,
100,MAT8592,2018-11-30,2021-08-04,,,,
100,MAT8593,2018-11-28,2021-10-28,,,,
100,MAT8594,2018-11-28,2021-10-28,,,,
100,MAT8595,2018-11-28,2021-10-28,,,,
100,MAT8596,2018-11-30,2021-10-28,,,,
100,MAT8597,2018-11-30,2022-03-03,,,,
100,MAT8598,2018-11-28,2022-06-16,,,,
100,MAT8599,2018-11-30,2022-03-03,,,,
100,MAT8600,2018-11-30,2022-01-27,,,,
100,MAT8601,2018-11-28,2022-01-19,,,,
100,MAT8602,2018-11-30,2022-01-26,,,,
100,MAT8603,2018-11-28,2021-10-28,,,,
100,MAT8604,2018-11-28,2021-10-28,,,,
