Client,Purchasing Document Number,Item Number of Purchasing Document,Confirmation Category,Sequential Number of Vendor Confirmation,Delivery Date of Vendor Confirmation,Creation Date of Confirmation,Time at Which Vendor Confirmation was Created
100,4000001362,5,Confirmation Category1,2,2022-04-07,2022-04-07,1970-01-01 17:31:57
100,4000001362,6,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:19:10
100,4000001362,6,Confirmation Category1,2,2022-04-07,2022-04-07,1970-01-01 17:31:57
100,4000001363,1,Confirmation Category2,1,2022-03-31,2022-03-30,1970-01-01 17:23:30
100,4000001363,1,Confirmation Category1,2,2022-03-30,2022-03-30,1970-01-01 21:51:56
100,4000001364,1,Confirmation Category2,1,2022-03-31,2022-03-30,1970-01-01 17:20:31
100,4000001364,1,Confirmation Category1,2,2022-03-30,2022-03-30,1970-01-01 21:51:56
100,4000001365,1,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,1,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,2,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,2,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,3,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,3,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,4,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,4,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,5,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,5,Confirmation Category1,2,2022-04-20,2022-04-20,1970-01-01 20:36:41
100,4000001365,6,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,6,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,7,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,7,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,8,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,8,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,9,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,9,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,10,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,10,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,11,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,11,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,12,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,12,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,13,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,13,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,14,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,14,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,15,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,15,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,16,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,16,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,17,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,17,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,18,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,18,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,19,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,19,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,20,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,20,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,21,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,21,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,22,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,22,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,23,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,23,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,24,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,24,Confirmation Category1,2,2022-05-13,2022-05-13,1970-01-01 15:36:16
100,4000001365,25,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,25,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,26,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,26,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,27,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,27,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001365,28,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 17:27:43
100,4000001365,28,Confirmation Category1,2,2022-04-14,2022-04-14,1970-01-01 22:36:02
100,4000001366,1,Confirmation Category2,1,2022-05-26,2022-03-31,1970-01-01 13:18:27
100,4000001366,1,Confirmation Category1,2,2022-04-06,2022-04-06,1970-01-01 14:51:35
100,4000001368,1,Confirmation Category2,1,2022-03-29,2022-03-31,1970-01-01 09:10:43
100,4000001371,1,Confirmation Category2,1,2022-04-13,2022-03-30,1970-01-01 18:18:07
100,4000001371,1,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 18:38:01
100,4000001372,1,Confirmation Category2,1,2022-04-06,2022-03-30,1970-01-01 17:53:51
100,4000001372,2,Confirmation Category2,1,2022-04-06,2022-03-30,1970-01-01 17:53:51
100,4000001372,3,Confirmation Category2,1,2022-04-12,2022-03-30,1970-01-01 17:53:51
100,4000001372,4,Confirmation Category2,1,2022-04-06,2022-03-30,1970-01-01 17:53:51
100,4000001372,5,Confirmation Category2,1,2022-04-06,2022-03-30,1970-01-01 17:53:51
100,4000001372,6,Confirmation Category2,1,2022-04-06,2022-03-30,1970-01-01 17:53:51
100,4000001372,7,Confirmation Category2,1,2022-04-06,2022-03-30,1970-01-01 17:53:51
100,4000001372,8,Confirmation Category2,1,2022-06-16,2022-03-30,1970-01-01 17:53:51
100,4000001373,1,Confirmation Category2,1,2022-03-31,2022-03-30,1970-01-01 19:02:29
100,4000001373,1,Confirmation Category1,2,2022-03-30,2022-03-30,1970-01-01 22:37:13
100,4000001373,2,Confirmation Category2,1,2022-03-31,2022-03-30,1970-01-01 19:02:29
100,4000001373,2,Confirmation Category1,2,2022-03-30,2022-03-30,1970-01-01 22:37:13
100,4000001374,1,Confirmation Category1,1,2022-03-30,2022-03-30,1970-01-01 22:37:13
100,4000001375,1,Confirmation Category1,1,2022-04-07,2022-04-07,1970-01-01 17:40:26
100,4000001375,1,Confirmation Category2,2,2022-04-04,2022-03-30,1970-01-01 19:57:33
100,4000001376,1,Confirmation Category1,1,2022-03-30,2022-03-30,1970-01-01 22:31:45
100,4000001377,1,Confirmation Category2,1,2022-05-27,2022-03-31,1970-01-01 13:18:25
100,4000001377,1,Confirmation Category1,2,2022-04-01,2022-04-01,1970-01-01 15:51:15
100,4000001380,1,Confirmation Category2,1,2022-04-12,2022-03-30,1970-01-01 18:40:56
100,4000001381,1,Confirmation Category2,1,2022-04-05,2022-03-31,1970-01-01 13:18:26
100,4000001381,1,Confirmation Category1,2,2022-04-08,2022-04-08,1970-01-01 18:36:05
100,4000001382,1,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 13:18:23
100,4000001382,1,Confirmation Category1,2,2022-04-04,2022-04-04,1970-01-01 14:51:10
100,4000001383,1,Confirmation Category2,1,2022-04-07,2022-03-30,1970-01-01 20:29:44
100,4000001383,2,Confirmation Category2,1,2022-04-07,2022-03-30,1970-01-01 20:29:44
100,4000001383,3,Confirmation Category2,1,2022-04-07,2022-03-30,1970-01-01 20:29:44
100,4000001384,1,Confirmation Category2,1,2022-06-30,2022-03-31,1970-01-01 13:18:24
100,4000001384,1,Confirmation Category1,2,2022-04-25,2022-04-25,1970-01-01 13:52:41
100,4000001384,2,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 13:18:24
100,4000001384,2,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 20:36:29
100,4000001384,3,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 13:18:24
100,4000001384,3,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 20:36:29
100,4000001385,1,Confirmation Category2,1,2022-04-15,2022-03-31,1970-01-01 13:18:22
100,4000001385,1,Confirmation Category1,2,2022-06-01,2022-06-01,1970-01-01 20:06:31
100,4000001386,1,Confirmation Category2,1,2022-04-05,2022-04-04,1970-01-01 19:35:54
100,4000001386,2,Confirmation Category2,1,2022-04-11,2022-04-04,1970-01-01 19:35:54
100,4000001386,3,Confirmation Category2,1,2022-05-09,2022-04-04,1970-01-01 19:35:54
100,4000001388,1,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:26
100,4000001388,1,Confirmation Category1,2,2022-04-04,2022-04-04,1970-01-01 14:51:15
100,4000001389,1,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:27
100,4000001389,1,Confirmation Category1,2,2022-04-04,2022-04-04,1970-01-01 13:54:16
100,4000001389,2,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:27
100,4000001389,2,Confirmation Category1,2,2022-04-04,2022-04-04,1970-01-01 14:51:15
100,4000001390,1,Confirmation Category2,1,2022-04-01,2022-03-30,1970-01-01 21:06:53
100,4000001390,2,Confirmation Category2,1,2022-04-01,2022-03-30,1970-01-01 21:06:53
100,4000001391,1,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:28
100,4000001391,1,Confirmation Category1,2,2022-04-04,2022-04-04,1970-01-01 14:51:14
100,4000001393,1,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:28
100,4000001393,2,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:28
100,4000001393,2,Confirmation Category1,2,2022-04-08,2022-04-08,1970-01-01 18:36:06
100,4000001393,2,Confirmation Category1,3,2022-04-12,2022-04-12,1970-01-01 13:51:33
100,4000001393,2,Confirmation Category1,4,2022-04-12,2022-04-12,1970-01-01 20:42:07
100,4000001393,2,Confirmation Category1,5,2022-04-14,2022-04-14,1970-01-01 17:36:30
100,4000001393,3,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:28
100,4000001393,3,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 20:36:29
100,4000001394,1,Confirmation Category2,1,2022-06-30,2022-03-31,1970-01-01 16:51:26
100,4000001394,1,Confirmation Category1,2,2022-04-12,2022-04-12,1970-01-01 13:51:33
100,4000001395,1,Confirmation Category2,1,2022-04-05,2022-03-31,1970-01-01 20:51:22
100,4000001397,1,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:27
100,4000001397,1,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 21:37:14
100,4000001397,1,Confirmation Category1,3,2022-04-06,2022-04-06,1970-01-01 19:39:07
100,4000001398,1,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:25
100,4000001398,1,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 20:36:33
100,4000001399,1,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:26
100,4000001399,1,Confirmation Category1,2,2022-04-11,2022-04-11,1970-01-01 16:36:14
100,4000001400,1,Confirmation Category2,1,2022-04-07,2022-03-31,1970-01-01 21:18:21
100,4000001401,1,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:26
100,4000001401,1,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 20:36:32
100,4000001401,2,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:26
100,4000001401,2,Confirmation Category1,2,2022-04-05,2022-04-05,1970-01-01 20:36:32
100,4000001402,1,Confirmation Category2,1,2022-04-08,2022-03-31,1970-01-01 16:51:28
100,4000001402,1,Confirmation Category1,2,2022-04-04,2022-04-04,1970-01-01 14:51:13
100,4000001403,1,Confirmation Category2,1,2022-05-05,2022-03-31,1970-01-01 16:51:26
100,4000001403,1,Confirmation Category1,2,2022-05-03,2022-05-03,1970-01-01 13:53:06
100,4000001404,1,Confirmation Category2,1,2022-04-28,2022-04-01,1970-01-01 10:50:22
100,4000001404,1,Confirmation Category1,2,2022-05-05,2022-05-05,1970-01-01 16:37:04
100,4000001406,1,Confirmation Category2,1,2022-04-04,2022-03-31,1970-01-01 12:12:08
100,4000001406,2,Confirmation Category2,1,2022-04-04,2022-03-31,1970-01-01 12:12:08
100,4000001406,3,Confirmation Category2,1,2022-04-04,2022-03-31,1970-01-01 12:12:08
100,4000001407,1,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,2,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,3,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,4,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,5,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,6,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,7,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,8,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,9,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,10,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,11,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,12,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,13,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,14,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,15,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,16,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,17,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,18,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,19,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,20,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,21,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,22,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,23,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,24,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,25,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,26,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,27,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,28,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,29,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,30,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,31,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,32,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,33,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,34,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,35,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,36,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,37,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001407,38,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:52:05
100,4000001408,1,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:31:17
100,4000001408,2,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:31:17
100,4000001408,3,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:31:17
100,4000001408,4,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:31:17
100,4000001408,5,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:31:17
100,4000001408,6,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:31:17
100,4000001408,10,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:31:17
100,4000001408,11,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:31:17
100,4000001408,12,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:31:17
100,4000001408,13,Confirmation Category2,1,2022-04-11,2022-03-31,1970-01-01 15:31:17
100,4000020141,10,Confirmation Category1,32,2022-01-05,2022-01-08,1970-01-01 10:05:23
100,4000020141,10,Confirmation Category1,33,2022-01-05,2022-01-08,1970-01-01 11:11:26
100,4000020141,10,Confirmation Category1,34,2022-01-05,2022-01-08,1970-01-01 11:47:26
100,4000020141,10,Confirmation Category1,35,2022-01-05,2022-01-08,1970-01-01 12:11:22
100,4000020141,10,Confirmation Category1,36,2022-01-05,2022-01-08,1970-01-01 12:55:55
100,4000020141,10,Confirmation Category1,37,2022-01-05,2022-01-08,1970-01-01 13:04:38
100,4000020141,10,Confirmation Category1,38,2022-01-05,2022-01-08,1970-01-01 13:27:40
100,4000020141,10,Confirmation Category1,39,2022-01-05,2022-01-08,1970-01-01 13:58:31
100,4000020141,10,Confirmation Category1,40,2022-01-05,2022-01-08,1970-01-01 14:28:36
100,4000020141,10,Confirmation Category1,41,2022-01-05,2022-01-08,1970-01-01 15:01:41
100,4000020141,10,Confirmation Category1,42,2022-01-05,2022-01-08,1970-01-01 15:41:54
100,4000020141,10,Confirmation Category1,43,2022-01-05,2022-01-08,1970-01-01 15:55:35
100,4000020141,10,Confirmation Category1,44,2022-01-05,2022-01-08,1970-01-01 16:14:45
100,4000020141,10,Confirmation Category1,45,2022-01-05,2022-01-08,1970-01-01 16:51:36
100,4000020141,10,Confirmation Category1,46,2022-01-05,2022-01-08,1970-01-01 18:14:50
100,4000020141,10,Confirmation Category1,47,2022-01-05,2022-01-08,1970-01-01 18:39:50
100,4000020141,10,Confirmation Category1,48,2022-01-05,2022-01-08,1970-01-01 19:05:45
100,4000020141,10,Confirmation Category1,49,2022-01-05,2022-01-08,1970-01-01 19:42:49
100,4000020141,10,Confirmation Category1,50,2022-01-05,2022-01-08,1970-01-01 19:51:41
100,4000020141,10,Confirmation Category1,51,2022-01-05,2022-01-08,1970-01-01 20:06:12
100,4000020141,10,Confirmation Category1,52,2022-01-05,2022-01-08,1970-01-01 20:18:44
100,4000020141,10,Confirmation Category1,53,2022-01-05,2022-01-08,1970-01-01 20:33:27
100,4000020141,10,Confirmation Category1,54,2022-01-05,2022-01-08,1970-01-01 20:48:31
100,4000020141,10,Confirmation Category1,55,2022-01-05,2022-01-08,1970-01-01 21:07:25
100,4000020141,10,Confirmation Category1,56,2022-01-05,2022-01-08,1970-01-01 21:15:26
100,4000020141,10,Confirmation Category1,57,2022-01-05,2022-01-08,1970-01-01 21:25:58
100,4000020141,10,Confirmation Category1,58,2022-01-05,2022-01-08,1970-01-01 21:48:42
100,4000020141,10,Confirmation Category1,59,2022-01-05,2022-01-08,1970-01-01 21:54:55
100,4000020141,10,Confirmation Category1,60,2022-01-05,2022-01-08,1970-01-01 23:09:59
100,4000020141,10,Confirmation Category1,61,2022-01-05,2022-01-08,1970-01-01 23:27:36
100,4000020141,10,Confirmation Category1,62,2022-01-05,2022-01-09,1970-01-01 00:26:54
100,4000020141,10,Confirmation Category1,63,2022-01-05,2022-01-09,1970-01-01 00:37:07
100,4000020141,10,Confirmation Category1,64,2022-01-05,2022-01-09,1970-01-01 01:01:30
100,4000020141,10,Confirmation Category1,65,2022-01-05,2022-01-09,1970-01-01 01:31:17
100,4000020141,10,Confirmation Category1,66,2022-01-05,2022-01-09,1970-01-01 01:54:36
100,4000020141,10,Confirmation Category1,67,2022-01-05,2022-01-09,1970-01-01 02:11:08
100,4000020141,10,Confirmation Category1,68,2022-01-05,2022-01-09,1970-01-01 03:09:34
100,4000020141,10,Confirmation Category1,69,2022-01-05,2022-01-09,1970-01-01 03:26:00
100,4000020159,10,Confirmation Category1,1,2022-01-20,2022-01-05,1970-01-01 02:45:28
100,4000020160,10,Confirmation Category1,1,2022-01-06,2022-01-05,1970-01-01 03:38:14
100,4000020167,10,Confirmation Category1,1,2022-01-06,2022-01-06,1970-01-01 12:35:20
100,4000020167,10,Confirmation Category1,2,2022-01-06,2022-01-06,1970-01-01 12:58:28
100,4000020167,10,Confirmation Category1,3,2022-01-06,2022-01-06,1970-01-01 13:52:09
100,4000020167,10,Confirmation Category1,4,2022-01-06,2022-01-06,1970-01-01 14:39:55
100,4000020167,10,Confirmation Category1,5,2022-01-06,2022-01-06,1970-01-01 15:13:41
100,4000020167,10,Confirmation Category1,6,2022-01-06,2022-01-06,1970-01-01 20:06:22
100,4000020167,10,Confirmation Category1,7,2022-01-06,2022-01-06,1970-01-01 21:05:07
100,4000020167,10,Confirmation Category1,8,2022-01-06,2022-01-06,1970-01-01 21:17:37
100,4000020167,10,Confirmation Category1,9,2022-01-06,2022-01-06,1970-01-01 21:31:11
100,4000020167,10,Confirmation Category1,10,2022-01-06,2022-01-06,1970-01-01 21:44:37
100,4000020167,10,Confirmation Category1,11,2022-01-06,2022-01-07,1970-01-01 00:11:17
100,4000020167,10,Confirmation Category1,12,2022-01-06,2022-01-07,1970-01-01 00:21:30
100,4000020167,10,Confirmation Category1,13,2022-01-06,2022-01-07,1970-01-01 02:42:14
100,4000020167,10,Confirmation Category1,14,2022-01-06,2022-01-07,1970-01-01 02:50:21
100,4000020167,10,Confirmation Category1,15,2022-01-06,2022-01-07,1970-01-01 04:08:46
100,4000020167,10,Confirmation Category1,16,2022-01-06,2022-01-07,1970-01-01 04:15:08
100,4000020167,10,Confirmation Category1,17,2022-01-06,2022-01-07,1970-01-01 05:32:48
100,4000020167,10,Confirmation Category1,18,2022-01-06,2022-01-07,1970-01-01 06:53:31
100,4000020167,10,Confirmation Category1,19,2022-01-06,2022-01-07,1970-01-01 07:58:49
100,4000020167,10,Confirmation Category1,20,2022-01-06,2022-01-07,1970-01-01 08:15:18
100,4000020167,10,Confirmation Category1,21,2022-01-06,2022-01-07,1970-01-01 09:15:32
100,4000020168,10,Confirmation Category1,1,2022-01-06,2022-01-09,1970-01-01 04:02:51
100,4000020168,10,Confirmation Category1,2,2022-01-06,2022-01-09,1970-01-01 04:16:59
100,4000020168,10,Confirmation Category1,3,2022-01-06,2022-01-09,1970-01-01 04:22:49
100,4000020168,10,Confirmation Category1,4,2022-01-06,2022-01-09,1970-01-01 04:42:18
100,4000020168,10,Confirmation Category1,5,2022-01-06,2022-01-09,1970-01-01 04:53:33
100,4000020168,10,Confirmation Category1,6,2022-01-06,2022-01-09,1970-01-01 05:05:36
100,4000020168,10,Confirmation Category1,7,2022-01-06,2022-01-09,1970-01-01 05:13:23
100,4000020168,10,Confirmation Category1,8,2022-01-06,2022-01-09,1970-01-01 05:31:48
100,4000020168,10,Confirmation Category1,9,2022-01-06,2022-01-09,1970-01-01 06:20:11
100,4000020168,10,Confirmation Category1,10,2022-01-06,2022-01-09,1970-01-01 06:36:25
100,4000020168,10,Confirmation Category1,11,2022-01-06,2022-01-09,1970-01-01 06:46:36
100,4000020168,10,Confirmation Category1,12,2022-01-06,2022-01-09,1970-01-01 06:56:08
100,4000020168,10,Confirmation Category1,13,2022-01-06,2022-01-09,1970-01-01 07:21:39
100,4000020168,10,Confirmation Category1,14,2022-01-06,2022-01-09,1970-01-01 07:37:31
100,4000020168,10,Confirmation Category1,15,2022-01-06,2022-01-09,1970-01-01 07:45:41
100,4000020168,10,Confirmation Category1,16,2022-01-06,2022-01-09,1970-01-01 08:06:05
100,4000020168,10,Confirmation Category1,17,2022-01-06,2022-01-09,1970-01-01 08:16:35
100,4000020168,10,Confirmation Category1,18,2022-01-06,2022-01-09,1970-01-01 08:22:51
100,4000020168,10,Confirmation Category1,19,2022-01-06,2022-01-09,1970-01-01 08:28:54
100,4000020168,10,Confirmation Category1,20,2022-01-06,2022-01-09,1970-01-01 08:46:04
100,4000020168,10,Confirmation Category1,21,2022-01-06,2022-01-09,1970-01-01 08:56:38
100,4000020168,10,Confirmation Category1,22,2022-01-06,2022-01-09,1970-01-01 09:17:23
100,4000020168,10,Confirmation Category1,23,2022-01-06,2022-01-09,1970-01-01 09:52:05
100,4000020168,10,Confirmation Category1,24,2022-01-06,2022-01-09,1970-01-01 10:08:28
100,4000020168,10,Confirmation Category1,25,2022-01-06,2022-01-09,1970-01-01 12:32:58
100,4000020168,10,Confirmation Category1,26,2022-01-06,2022-01-09,1970-01-01 12:41:54
100,4000020168,10,Confirmation Category1,27,2022-01-06,2022-01-09,1970-01-01 12:58:40
100,4000020168,10,Confirmation Category1,28,2022-01-06,2022-01-09,1970-01-01 13:10:23
100,4000020168,10,Confirmation Category1,29,2022-01-06,2022-01-09,1970-01-01 13:34:24
100,4000020168,10,Confirmation Category1,30,2022-01-06,2022-01-09,1970-01-01 13:43:04
100,4000020168,10,Confirmation Category1,31,2022-01-06,2022-01-09,1970-01-01 14:10:43
100,4000020168,10,Confirmation Category1,32,2022-01-06,2022-01-09,1970-01-01 14:25:26
100,4000020168,10,Confirmation Category1,33,2022-01-06,2022-01-09,1970-01-01 14:40:01
100,4000020168,10,Confirmation Category1,34,2022-01-06,2022-01-09,1970-01-01 14:46:01
100,4000020168,10,Confirmation Category1,35,2022-01-06,2022-01-09,1970-01-01 15:07:47
100,4000020168,10,Confirmation Category1,36,2022-01-06,2022-01-09,1970-01-01 15:24:22
100,4000020168,10,Confirmation Category1,37,2022-01-06,2022-01-09,1970-01-01 15:41:05
100,4000020168,10,Confirmation Category1,38,2022-01-06,2022-01-09,1970-01-01 15:54:33
100,4000020168,10,Confirmation Category1,39,2022-01-06,2022-01-09,1970-01-01 16:13:27
