Client,Account Number of Vendor or Creditor,Company Code,Key date of the last interest calculation,Validity Date for Withholding Tax Exemption Certificate,Certification date,Date on which the Record Was Created,Date of the last interest calculation run
100,Vendor2491,CompanyCode4,,,,2019-02-27,
100,Vendor2492,CompanyCode4,,,,2019-02-27,
100,Vendor2493,CompanyCode4,,,,2019-02-27,
100,Vendor2494,CompanyCode4,,,,2019-02-27,
100,Vendor2495,CompanyCode4,,,,2019-02-27,
100,Vendor1398,CompanyCode4,,,,2019-02-27,
100,Vendor1399,CompanyCode4,,,,2019-02-27,
100,Vendor1400,CompanyCode4,,,,2019-02-27,
100,Vendor294,CompanyCode4,,,,2019-02-27,
100,Vendor295,CompanyCode4,,,,2019-02-27,
100,Vendor296,CompanyCode4,,,,2019-02-27,
100,Vendor297,CompanyCode4,,,,2019-02-27,
100,Vendor298,CompanyCode4,,,,2019-02-27,
100,Vendor299,CompanyCode4,,,,2019-02-27,
100,Vendor300,CompanyCode4,,,,2019-02-27,
100,Vendor301,CompanyCode4,,,,2019-02-27,
100,Vendor302,CompanyCode4,,,,2019-02-27,
100,Vendor3528,CompanyCode4,,,,2019-02-27,
100,Vendor3529,CompanyCode4,,,,2019-02-27,
100,Vendor3530,CompanyCode5,,,,2019-02-27,
100,Vendor3531,CompanyCode4,,,,2019-02-27,
100,Vendor3532,CompanyCode4,,,,2019-02-27,
100,Vendor3533,CompanyCode4,,,,2019-02-27,
100,Vendor3534,CompanyCode4,,,,2019-02-27,
100,Vendor3535,CompanyCode5,,,,2019-02-27,
100,Vendor3536,CompanyCode5,,,,2019-02-27,
100,Vendor3537,CompanyCode4,,,,2019-02-27,
100,Vendor3538,CompanyCode5,,,,2019-02-27,
100,Vendor3539,CompanyCode4,,,,2019-02-27,
100,Vendor3540,CompanyCode4,,,,2019-02-27,
100,Vendor3541,CompanyCode4,,,,2019-02-27,
100,Vendor3542,CompanyCode5,,,,2019-02-27,
100,Vendor3543,CompanyCode5,,,,2019-02-27,
100,Vendor3544,CompanyCode4,,,,2019-02-27,
100,Vendor3545,CompanyCode20,,,,2021-10-25,
100,Vendor3546,CompanyCode5,,,,2019-02-27,
100,Vendor3547,CompanyCode5,,,,2019-02-27,
100,Vendor3548,CompanyCode4,,,,2019-02-27,
100,Vendor3549,CompanyCode4,,,,2019-02-27,
100,Vendor3550,CompanyCode4,,,,2019-02-27,
100,Vendor3551,CompanyCode4,,,,2019-02-27,
100,Vendor3552,CompanyCode4,,,,2019-02-27,
100,Vendor3553,CompanyCode4,,,,2019-02-27,
100,Vendor3554,CompanyCode20,,,,2019-05-30,
100,Vendor2527,CompanyCode20,,,,2019-05-30,
100,Vendor2528,CompanyCode4,,,,2019-02-27,
100,Vendor2529,CompanyCode4,,,,2019-02-27,
100,Vendor2530,CompanyCode4,,,,2019-02-27,
100,Vendor2531,CompanyCode4,,,,2019-02-27,
100,Vendor2532,CompanyCode5,,,,2019-02-27,
100,Vendor2533,CompanyCode4,,,,2019-02-27,
100,Vendor2534,CompanyCode4,,,,2019-02-27,
100,Vendor2535,CompanyCode4,,,,2019-02-27,
100,Vendor2536,CompanyCode5,,,,2019-02-27,
100,Vendor2595,CompanyCode14,,,,2019-02-27,
100,Vendor2596,CompanyCode14,,,,2019-02-27,
100,Vendor2597,CompanyCode14,,,,2019-02-27,
100,Vendor2598,CompanyCode14,,,,2019-02-27,
100,Vendor2599,CompanyCode14,,,,2019-02-27,
100,Vendor2600,CompanyCode14,,,,2019-02-27,
100,Vendor2601,CompanyCode14,,,,2019-02-27,
100,Vendor2602,CompanyCode14,,,,2019-02-27,
100,Vendor2603,CompanyCode14,,,,2019-02-27,
100,Vendor2604,CompanyCode14,,,,2019-02-27,
100,Vendor2605,CompanyCode14,,,,2019-02-27,
100,Vendor2606,CompanyCode14,,,,2019-02-27,
100,Vendor2607,CompanyCode14,,,,2019-02-27,
100,Vendor2608,CompanyCode14,,,,2019-02-27,
100,Vendor2609,CompanyCode14,,,,2019-02-27,
100,Vendor2610,CompanyCode14,,,,2019-02-27,
100,Vendor2611,CompanyCode14,,,,2019-02-27,
100,Vendor2612,CompanyCode14,,,,2019-02-27,
100,Vendor2613,CompanyCode18,,,,2019-05-30,
100,Vendor2614,CompanyCode14,,,,2019-02-27,
100,Vendor2615,CompanyCode14,,,,2019-02-27,
100,Vendor2616,CompanyCode14,,,,2019-02-27,
100,Vendor2617,CompanyCode14,,,,2019-02-27,
100,Vendor2618,CompanyCode3,,,,2019-12-04,
100,Vendor2619,CompanyCode14,,,,2019-02-27,
100,Vendor2620,CompanyCode14,,,,2019-02-27,
100,Vendor2621,CompanyCode14,,,,2019-02-27,
100,Vendor2622,CompanyCode14,,,,2019-02-27,
100,Vendor2623,CompanyCode14,,,,2019-02-27,
100,Vendor1550,CompanyCode14,,,,2019-02-27,
100,Vendor1551,CompanyCode14,,,,2019-02-27,
100,Vendor1552,CompanyCode14,,,,2019-02-27,
100,Vendor1553,CompanyCode14,,,,2019-02-27,
100,Vendor1554,CompanyCode14,,,,2019-02-27,
100,Vendor1555,CompanyCode14,,,,2019-02-27,
100,Vendor1556,CompanyCode14,,,,2019-02-27,
100,Vendor1557,CompanyCode14,,,,2019-02-27,
100,Vendor1558,CompanyCode14,,,,2019-02-27,
100,Vendor1559,CompanyCode14,,,,2019-02-27,
100,Vendor1560,CompanyCode14,,,,2019-02-27,
100,Vendor1561,CompanyCode14,,,,2019-02-27,
100,Vendor1562,CompanyCode14,,,,2019-02-27,
100,Vendor1563,CompanyCode14,,,,2019-02-27,
100,Vendor1564,CompanyCode14,,,,2019-02-27,
100,Vendor1565,CompanyCode14,,,,2019-02-27,
100,Vendor1566,CompanyCode14,,,,2019-02-27,
100,Vendor1567,CompanyCode14,,,,2019-02-27,
100,Vendor1568,CompanyCode14,,,,2019-02-27,
100,Vendor1569,CompanyCode14,,,,2019-02-27,
100,Vendor1570,CompanyCode14,,,,2019-02-27,
100,Vendor1571,CompanyCode14,,,,2019-02-27,
100,Vendor1572,CompanyCode14,,,,2019-02-27,
100,Vendor1573,CompanyCode14,,,,2019-02-27,
100,Vendor1574,CompanyCode14,,,,2019-02-27,
100,Vendor1575,CompanyCode14,,,,2019-02-27,
100,Vendor1576,CompanyCode14,,,,2019-02-27,
100,Vendor1577,CompanyCode14,,,,2019-02-27,
100,Vendor1578,CompanyCode14,,,,2019-02-27,
100,Vendor1579,CompanyCode14,,,,2019-02-27,
100,Vendor1580,CompanyCode14,,,,2019-02-27,
100,Vendor1581,CompanyCode14,,,,2019-02-27,
100,Vendor1582,CompanyCode14,,,,2019-02-27,
100,Vendor1583,CompanyCode14,,,,2019-02-27,
100,Vendor1584,CompanyCode14,,,,2019-02-27,
100,Vendor1585,CompanyCode14,,,,2019-02-27,
100,Vendor1586,CompanyCode14,,,,2019-02-27,
100,Vendor1587,CompanyCode14,,,,2019-02-27,
100,Vendor1588,CompanyCode14,,,,2019-02-27,
100,Vendor1589,CompanyCode14,,,,2019-02-27,
100,Vendor1590,CompanyCode14,,,,2019-02-27,
100,Vendor1591,CompanyCode14,,,,2019-02-27,
100,Vendor1592,CompanyCode14,,,,2019-02-27,
100,Vendor1593,CompanyCode14,,,,2019-02-27,
100,Vendor1594,CompanyCode14,,,,2019-02-27,
100,Vendor1595,CompanyCode14,,,,2019-02-27,
100,Vendor1596,CompanyCode14,,,,2019-02-27,
100,Vendor1597,CompanyCode14,,,,2019-02-27,
100,Vendor1598,CompanyCode14,,,,2019-02-27,
100,Vendor1599,CompanyCode14,,,,2019-02-27,
100,Vendor1600,CompanyCode14,,,,2019-02-27,
100,Vendor1601,CompanyCode14,,,,2019-02-27,
100,Vendor1602,CompanyCode14,,,,2019-02-27,
100,Vendor1603,CompanyCode14,,,,2019-02-27,
100,Vendor1604,CompanyCode14,,,,2019-02-27,
100,Vendor1605,CompanyCode14,,,,2019-02-27,
100,Vendor1606,CompanyCode14,,,,2019-02-27,
100,Vendor1607,CompanyCode14,,,,2019-02-27,
100,Vendor546,CompanyCode4,,,,2019-04-18,
100,Vendor547,CompanyCode14,,,,2019-04-11,
100,Vendor548,CompanyCode7,,,,2019-04-12,
100,Vendor548,CompanyCode8,,,,2020-10-28,
100,Vendor548,CompanyCode9,,,,2020-08-21,
100,Vendor549,CompanyCode9,,,,2019-12-04,
100,Vendor550,CompanyCode1,,,,2019-04-12,
100,Vendor551,CompanyCode1,,,,2019-04-12,
100,Vendor551,CompanyCode2,,,,2020-11-23,
100,Vendor552,CompanyCode14,,,,2019-04-23,
100,Vendor553,CompanyCode20,,,,2019-08-21,
100,Vendor553,CompanyCode21,,,,2019-04-16,
100,Vendor554,CompanyCode7,,,,2019-04-23,
100,Vendor555,CompanyCode7,,,,2019-04-23,
100,Vendor556,CompanyCode7,,,,2019-04-23,
100,Vendor557,CompanyCode21,,,,2019-05-01,
100,Vendor558,CompanyCode4,,,,2019-08-09,
100,Vendor559,CompanyCode21,,,,2019-05-01,
100,Vendor560,CompanyCode19,,,,2019-05-05,
100,Vendor561,CompanyCode19,,,,2019-05-10,
100,Vendor562,CompanyCode7,,,,2019-05-01,
100,Vendor563,CompanyCode4,,,,2019-05-01,
100,Vendor564,CompanyCode1,,,,2019-05-10,
100,Vendor564,CompanyCode2,,,,2020-11-23,
100,Vendor565,CompanyCode31,,,,2022-02-25,
100,Vendor566,CompanyCode4,,,,2019-05-10,
100,Vendor567,CompanyCode5,,,,2019-05-10,
100,Vendor568,CompanyCode21,,,,2019-05-13,
100,Vendor569,CompanyCode20,,,,2019-08-21,
100,Vendor569,CompanyCode21,,,,2019-05-15,
100,Vendor570,CompanyCode1,,,,2019-05-18,
100,Vendor570,CompanyCode2,,,,2020-11-23,
100,Vendor571,CompanyCode7,,,,2019-05-23,
100,Vendor571,CompanyCode9,,,,2019-12-04,
100,Vendor571,CompanyCode23,,,,2019-12-04,
100,Vendor572,CompanyCode7,,,,2019-05-22,
100,Vendor572,CompanyCode8,,,,2019-05-22,
100,Vendor572,CompanyCode9,,,,2019-12-04,
100,Vendor572,CompanyCode23,,,,2019-12-04,
100,Vendor572,CompanyCode10,,,,2019-12-04,
100,Vendor3653,CompanyCode20,,,,2019-05-30,
100,Vendor3654,CompanyCode20,,,,2019-05-30,
100,Vendor3655,CompanyCode14,,,,2019-05-28,
100,Vendor3656,CompanyCode20,,,,2019-05-30,
100,Vendor3657,CompanyCode20,,,,2019-05-30,
100,Vendor3658,CompanyCode20,,,,2019-05-30,
100,Vendor3659,CompanyCode20,,,,2019-05-30,
100,Vendor3660,CompanyCode20,,,,2019-05-30,
100,Vendor3661,CompanyCode20,,,,2019-05-30,
100,Vendor3662,CompanyCode20,,,,2019-05-30,
100,Vendor3663,CompanyCode20,,,,2019-05-30,
100,Vendor3664,CompanyCode20,,,,2019-05-30,
100,Vendor3665,CompanyCode20,,,,2019-05-30,
100,Vendor3666,CompanyCode20,,,,2019-05-30,
100,Vendor3667,CompanyCode20,,,,2019-05-30,
100,Vendor3668,CompanyCode20,,,,2019-05-30,
100,Vendor3669,CompanyCode20,,,,2019-05-30,
100,Vendor3670,CompanyCode20,,,,2019-05-30,
100,Vendor3671,CompanyCode20,,,,2019-05-30,
100,Vendor3672,CompanyCode20,,,,2019-05-30,
100,Vendor3673,CompanyCode21,,,,2022-02-03,
100,Vendor3674,CompanyCode20,,,,2019-05-30,
100,Vendor3675,CompanyCode20,,,,2019-05-30,
100,Vendor3676,CompanyCode20,,,,2019-05-30,
100,Vendor3677,CompanyCode20,,,,2019-05-30,
100,Vendor3678,CompanyCode20,,,,2019-05-30,
100,Vendor3679,CompanyCode20,,,,2019-05-30,
100,Vendor3680,CompanyCode20,,,,2019-05-30,
100,Vendor3681,CompanyCode20,,,,2019-05-30,
100,Vendor3682,CompanyCode20,,,,2019-05-30,
100,Vendor3683,CompanyCode20,,,,2019-05-30,
100,Vendor3684,CompanyCode20,,,,2019-05-30,
100,Vendor3685,CompanyCode20,,,,2019-05-30,
100,Vendor3686,CompanyCode20,,,,2019-05-30,
100,Vendor3687,CompanyCode20,,,,2019-05-30,
100,Vendor3688,CompanyCode20,,,,2019-05-30,
100,Vendor3689,CompanyCode20,,,,2019-05-30,
100,Vendor3690,CompanyCode20,,,,2019-05-30,
100,Vendor3691,CompanyCode20,,,,2019-05-30,
100,Vendor3692,CompanyCode20,,,,2019-05-30,
100,Vendor3693,CompanyCode20,,,,2019-05-30,
100,Vendor3694,CompanyCode20,,,,2019-05-30,
100,Vendor3695,CompanyCode20,,,,2019-05-30,
100,Vendor3696,CompanyCode20,,,,2019-05-30,
100,Vendor3697,CompanyCode20,,,,2019-05-30,
100,Vendor3698,CompanyCode20,,,,2019-05-30,
100,Vendor3699,CompanyCode20,,,,2019-05-30,
100,Vendor3700,CompanyCode20,,,,2019-05-30,
100,Vendor3701,CompanyCode20,,,,2019-05-30,
100,Vendor3702,CompanyCode20,,,,2019-05-30,
100,Vendor3703,CompanyCode20,,,,2019-05-30,
100,Vendor3704,CompanyCode20,,,,2019-05-30,
100,Vendor3705,CompanyCode20,,,,2019-05-30,
100,Vendor3706,CompanyCode20,,,,2019-05-30,
100,Vendor3707,CompanyCode20,,,,2019-05-30,
100,Vendor3708,CompanyCode20,,,,2019-05-30,
100,Vendor3709,CompanyCode20,,,,2019-05-30,
100,Vendor3710,CompanyCode20,,,,2019-05-30,
100,Vendor3711,CompanyCode20,,,,2019-05-30,
100,Vendor3712,CompanyCode20,,,,2019-05-30,
100,Vendor3713,CompanyCode20,,,,2019-05-30,
100,Vendor3714,CompanyCode20,,,,2019-05-30,
100,Vendor3715,CompanyCode20,,,,2019-05-30,
100,Vendor3716,CompanyCode20,,,,2019-05-30,
100,Vendor3717,CompanyCode20,,,,2019-05-30,
100,Vendor3718,CompanyCode20,,,,2019-05-30,
100,Vendor3719,CompanyCode20,,,,2019-05-30,
100,Vendor3719,CompanyCode21,,,,2020-07-23,
100,Vendor3720,CompanyCode20,,,,2019-05-30,
100,Vendor3721,CompanyCode20,,,,2019-05-30,
100,Vendor3722,CompanyCode20,,,,2019-05-30,
100,Vendor3723,CompanyCode20,,,,2019-05-30,
100,Vendor3724,CompanyCode20,,,,2019-05-30,
100,Vendor3725,CompanyCode20,,,,2019-05-30,
100,Vendor3726,CompanyCode20,,,,2019-05-30,
100,Vendor3727,CompanyCode20,,,,2019-05-30,
100,Vendor3728,CompanyCode20,,,,2019-05-30,
100,Vendor3729,CompanyCode20,,,,2019-05-30,
100,Vendor3730,CompanyCode20,,,,2019-05-30,
100,Vendor3731,CompanyCode20,,,,2019-05-30,
100,Vendor3732,CompanyCode20,,,,2019-05-30,
100,Vendor3733,CompanyCode20,,,,2019-05-30,
100,Vendor682,CompanyCode21,,,,2021-01-08,
100,Vendor683,CompanyCode20,,,,2019-05-30,
100,Vendor684,CompanyCode20,,,,2019-05-30,
100,Vendor685,CompanyCode20,,,,2019-05-30,
100,Vendor686,CompanyCode20,,,,2019-05-30,
100,Vendor687,CompanyCode20,,,,2019-05-30,
100,Vendor688,CompanyCode20,,,,2019-05-30,
100,Vendor689,CompanyCode20,,,,2019-05-30,
100,Vendor690,CompanyCode20,,,,2019-05-30,
100,Vendor691,CompanyCode18,,,,2019-05-30,
100,Vendor692,CompanyCode18,,,,2019-05-30,
100,Vendor693,CompanyCode20,,,,2019-05-30,
100,Vendor694,CompanyCode20,,,,2019-05-30,
100,Vendor695,CompanyCode20,,,,2019-05-30,
100,Vendor696,CompanyCode20,,,,2019-05-30,
100,Vendor697,CompanyCode20,,,,2019-05-30,
100,Vendor698,CompanyCode20,,,,2019-05-30,
100,Vendor699,CompanyCode20,,,,2019-05-30,
100,Vendor700,CompanyCode20,,,,2019-05-30,
100,Vendor701,CompanyCode21,,,,2021-11-24,
100,Vendor702,CompanyCode20,,,,2019-05-30,
100,Vendor703,CompanyCode20,,,,2019-05-30,
100,Vendor3790,CompanyCode20,,,,2019-05-30,
100,Vendor3791,CompanyCode20,,,,2019-05-30,
100,Vendor3792,CompanyCode20,,,,2019-05-30,
100,Vendor3793,CompanyCode20,,,,2019-05-30,
100,Vendor3794,CompanyCode20,,,,2019-05-30,
100,Vendor3795,CompanyCode20,,,,2019-05-30,
100,Vendor3796,CompanyCode20,,,,2019-05-30,
100,Vendor3797,CompanyCode20,,,,2019-05-30,
100,Vendor3798,CompanyCode20,,,,2019-05-30,
100,Vendor3799,CompanyCode14,,,,2021-12-21,
100,Vendor3800,CompanyCode20,,,,2019-05-30,
100,Vendor3801,CompanyCode20,,,,2019-05-30,
100,Vendor3802,CompanyCode20,,,,2019-05-30,
100,Vendor3803,CompanyCode20,,,,2019-05-30,
100,Vendor3804,CompanyCode20,,,,2019-05-30,
100,Vendor3805,CompanyCode20,,,,2019-05-30,
100,Vendor3806,CompanyCode20,,,,2019-05-30,
100,Vendor3807,CompanyCode20,,,,2019-05-30,
100,Vendor3808,CompanyCode20,,,,2019-05-30,
100,Vendor3809,CompanyCode20,,,,2019-05-30,
100,Vendor3810,CompanyCode20,,,,2019-05-30,
100,Vendor3811,CompanyCode20,,,,2019-05-30,
100,Vendor3812,CompanyCode20,,,,2019-05-30,
100,Vendor3813,CompanyCode20,,,,2019-05-30,
100,Vendor3814,CompanyCode20,,,,2019-05-30,
100,Vendor3815,CompanyCode20,,,,2019-05-30,
100,Vendor3816,CompanyCode20,,,,2019-05-30,
100,Vendor3817,CompanyCode20,,,,2019-05-30,
100,Vendor3818,CompanyCode20,,,,2019-05-30,
100,Vendor3819,CompanyCode20,,,,2019-05-30,
100,Vendor3820,CompanyCode20,,,,2019-05-30,
100,Vendor3821,CompanyCode20,,,,2019-05-30,
100,Vendor3822,CompanyCode20,,,,2019-05-30,
100,Vendor3823,CompanyCode20,,,,2019-12-04,
100,Vendor3824,CompanyCode20,,,,2019-05-30,
100,Vendor3825,CompanyCode20,,,,2019-05-30,
100,Vendor3826,CompanyCode20,,,,2019-05-30,
100,Vendor3827,CompanyCode20,,,,2019-05-30,
100,Vendor3828,CompanyCode20,,,,2019-05-30,
100,Vendor3829,CompanyCode18,,,,2019-05-30,
100,Vendor3830,CompanyCode20,,,,2019-05-30,
100,Vendor3831,CompanyCode20,,,,2019-05-30,
100,Vendor3832,CompanyCode20,,,,2019-05-30,
100,Vendor3833,CompanyCode20,,,,2019-05-30,
100,Vendor3834,CompanyCode20,,,,2019-05-30,
100,Vendor3835,CompanyCode20,,,,2019-05-30,
100,Vendor3836,CompanyCode20,,,,2019-05-30,
100,Vendor3837,CompanyCode20,,,,2019-05-30,
100,Vendor3838,CompanyCode20,,,,2019-05-30,
100,Vendor3839,CompanyCode20,,,,2019-05-30,
100,Vendor3840,CompanyCode20,,,,2019-05-30,
100,Vendor3841,CompanyCode20,,,,2019-05-30,
100,Vendor3842,CompanyCode20,,,,2019-05-30,
100,Vendor3843,CompanyCode21,,,,2020-06-29,
100,Vendor3844,CompanyCode20,,,,2019-05-30,
100,Vendor1773,CompanyCode18,,,,2019-05-30,
100,Vendor1774,CompanyCode18,,,,2019-05-30,
100,Vendor1775,CompanyCode18,,,,2019-05-30,
100,Vendor1776,CompanyCode18,,,,2019-05-30,
100,Vendor1777,CompanyCode18,,,,2019-05-30,
100,Vendor1778,CompanyCode18,,,,2019-05-30,
100,Vendor1779,CompanyCode18,,,,2019-05-30,
100,Vendor1780,CompanyCode18,,,,2019-05-30,
100,Vendor1781,CompanyCode18,,,,2019-05-30,
100,Vendor1782,CompanyCode14,,,,2021-09-16,
100,Vendor1783,CompanyCode18,,,,2019-05-30,
100,Vendor1784,CompanyCode18,,,,2019-05-30,
100,Vendor1785,CompanyCode18,,,,2019-05-30,
100,Vendor1786,CompanyCode18,,,,2019-05-30,
100,Vendor1787,CompanyCode18,,,,2019-05-30,
100,Vendor1788,CompanyCode18,,,,2019-05-30,
100,Vendor1789,CompanyCode18,,,,2019-05-30,
100,Vendor1790,CompanyCode18,,,,2019-05-30,
100,Vendor1791,CompanyCode18,,,,2019-05-30,
100,Vendor1792,CompanyCode18,,,,2019-05-30,
100,Vendor1793,CompanyCode18,,,,2019-05-30,
100,Vendor1794,CompanyCode18,,,,2019-05-30,
100,Vendor1795,CompanyCode18,,,,2019-05-30,
100,Vendor1796,CompanyCode18,,,,2019-05-30,
100,Vendor1797,CompanyCode18,,,,2019-05-30,
100,Vendor1798,CompanyCode18,,,,2019-05-30,
100,Vendor1799,CompanyCode18,,,,2019-05-30,
100,Vendor1800,CompanyCode18,,,,2019-05-30,
100,Vendor1801,CompanyCode18,,,,2019-05-30,
100,Vendor1802,CompanyCode18,,,,2019-05-30,
100,Vendor1803,CompanyCode18,,,,2019-05-30,
100,Vendor1804,CompanyCode18,,,,2019-05-30,
100,Vendor1805,CompanyCode18,,,,2019-05-30,
100,Vendor1806,CompanyCode18,,,,2019-05-30,
100,Vendor1807,CompanyCode18,,,,2019-05-30,
100,Vendor1808,CompanyCode18,,,,2019-05-30,
100,Vendor1809,CompanyCode18,,,,2019-05-30,
100,Vendor1810,CompanyCode18,,,,2019-05-30,
100,Vendor1811,CompanyCode18,,,,2019-05-30,
100,Vendor1812,CompanyCode18,,,,2019-05-30,
100,Vendor1813,CompanyCode18,,,,2019-05-30,
100,Vendor1814,CompanyCode18,,,,2019-05-30,
100,Vendor1815,CompanyCode18,,,,2019-05-30,
100,Vendor1816,CompanyCode18,,,,2019-05-30,
100,Vendor1817,CompanyCode18,,,,2019-05-30,
100,Vendor1818,CompanyCode18,,,,2019-05-30,
100,Vendor1819,CompanyCode18,,,,2019-05-30,
100,Vendor1820,CompanyCode18,,,,2019-05-30,
100,Vendor1821,CompanyCode18,,,,2019-05-30,
100,Vendor1822,CompanyCode18,,,,2019-05-30,
100,Vendor1823,CompanyCode18,,,,2019-05-30,
100,Vendor1824,CompanyCode18,,,,2019-05-30,
100,Vendor1825,CompanyCode18,,,,2019-05-30,
100,Vendor1826,CompanyCode18,,,,2019-05-30,
100,Vendor1827,CompanyCode18,,,,2019-05-30,
100,Vendor1828,CompanyCode20,,,,2019-07-02,
100,Vendor1829,CompanyCode18,,,,2019-05-30,
100,Vendor1830,CompanyCode18,,,,2019-05-30,
100,Vendor1831,CompanyCode18,,,,2019-05-30,
100,Vendor1832,CompanyCode18,,,,2019-05-30,
100,Vendor1833,CompanyCode18,,,,2019-05-30,
100,Vendor1834,CompanyCode18,,,,2019-05-30,
100,Vendor1835,CompanyCode18,,,,2019-05-30,
100,Vendor1836,CompanyCode18,,,,2019-05-30,
100,Vendor1837,CompanyCode18,,,,2019-05-30,
100,Vendor1838,CompanyCode18,,,,2019-05-30,
100,Vendor1839,CompanyCode18,,,,2019-05-30,
100,Vendor1840,CompanyCode18,,,,2019-05-30,
100,Vendor1841,CompanyCode18,,,,2019-05-30,
100,Vendor1842,CompanyCode18,,,,2019-05-30,
100,Vendor1843,CompanyCode18,,,,2019-05-30,
100,Vendor1844,CompanyCode18,,,,2019-05-30,
100,Vendor1845,CompanyCode18,,,,2019-05-30,
100,Vendor1846,CompanyCode18,,,,2019-05-30,
100,Vendor1847,CompanyCode18,,,,2019-05-30,
100,Vendor1848,CompanyCode18,,,,2019-05-30,
100,Vendor1848,CompanyCode20,,,,2021-12-21,
100,Vendor1849,CompanyCode18,,,,2019-05-30,
100,Vendor1850,CompanyCode18,,,,2019-05-30,
100,Vendor1851,CompanyCode18,,,,2019-05-30,
100,Vendor1852,CompanyCode18,,,,2019-05-30,
100,Vendor1853,CompanyCode18,,,,2019-05-30,
100,Vendor1854,CompanyCode18,,,,2019-05-30,
100,Vendor1855,CompanyCode18,,,,2019-05-30,
100,Vendor1855,CompanyCode26,,,,2022-01-04,
100,Vendor1856,CompanyCode18,,,,2019-05-30,
100,Vendor1857,CompanyCode18,,,,2019-05-30,
100,Vendor1858,CompanyCode18,,,,2019-05-30,
100,Vendor1859,CompanyCode18,,,,2019-05-30,
100,Vendor1860,CompanyCode18,,,,2019-05-30,
100,Vendor1861,CompanyCode18,,,,2019-05-30,
100,Vendor1862,CompanyCode18,,,,2019-05-30,
100,Vendor1863,CompanyCode18,,,,2019-05-30,
100,Vendor1864,CompanyCode18,,,,2019-05-30,
100,Vendor1865,CompanyCode18,,,,2019-05-30,
100,Vendor1866,CompanyCode18,,,,2019-05-30,
100,Vendor1867,CompanyCode18,,,,2019-05-30,
100,Vendor1868,CompanyCode18,,,,2019-05-30,
100,Vendor1869,CompanyCode18,,,,2019-05-30,
100,Vendor1870,CompanyCode18,,,,2019-05-30,
100,Vendor1871,CompanyCode18,,,,2019-05-30,
100,Vendor1872,CompanyCode18,,,,2019-05-30,
100,Vendor1873,CompanyCode18,,,,2019-05-30,
100,Vendor1874,CompanyCode1,,,,2019-05-30,
100,Vendor1875,CompanyCode20,,,,2019-05-31,
100,Vendor1876,CompanyCode18,,,,2019-05-31,
100,Vendor1877,CompanyCode18,,,,2019-05-30,
100,Vendor1878,CompanyCode18,,,,2019-05-30,
100,Vendor1879,CompanyCode18,,,,2019-05-30,
100,Vendor1880,CompanyCode18,,,,2019-05-30,
100,Vendor1881,CompanyCode18,,,,2019-05-30,
100,Vendor1882,CompanyCode18,,,,2019-05-30,
100,Vendor1883,CompanyCode18,,,,2019-05-30,
100,Vendor1884,CompanyCode18,,,,2019-05-30,
100,Vendor1885,CompanyCode18,,,,2019-05-30,
100,Vendor1886,CompanyCode18,,,,2019-05-30,
100,Vendor1887,CompanyCode18,,,,2019-05-30,
100,Vendor1888,CompanyCode18,,,,2019-05-30,
100,Vendor1889,CompanyCode18,,,,2019-05-30,
100,Vendor1890,CompanyCode18,,,,2019-05-30,
100,Vendor1891,CompanyCode18,,,,2019-05-30,
100,Vendor1892,CompanyCode18,,,,2019-05-30,
100,Vendor1893,CompanyCode18,,,,2019-05-30,
100,Vendor1894,CompanyCode18,,,,2019-05-30,
100,Vendor1895,CompanyCode18,,,,2019-05-30,
100,Vendor1896,CompanyCode18,,,,2019-05-30,
100,Vendor1897,CompanyCode18,,,,2019-05-30,
100,Vendor1898,CompanyCode18,,,,2019-05-30,
100,Vendor1899,CompanyCode18,,,,2019-05-30,
100,Vendor1900,CompanyCode18,,,,2019-05-30,
100,Vendor1901,CompanyCode18,,,,2019-05-30,
100,Vendor1902,CompanyCode18,,,,2019-05-30,
100,Vendor1903,CompanyCode18,,,,2019-05-30,
100,Vendor1904,CompanyCode18,,,,2019-05-30,
100,Vendor1905,CompanyCode18,,,,2019-05-30,
100,Vendor1906,CompanyCode18,,,,2019-05-30,
100,Vendor1907,CompanyCode18,,,,2019-05-30,
100,Vendor1908,CompanyCode18,,,,2019-05-30,
100,Vendor1909,CompanyCode18,,,,2019-05-30,
100,Vendor1910,CompanyCode18,,,,2019-05-30,
100,Vendor1911,CompanyCode18,,,,2019-05-30,
100,Vendor2940,CompanyCode18,,,,2019-08-13,
100,Vendor2941,CompanyCode20,,,,2019-08-13,
100,Vendor2941,CompanyCode21,,,,2021-09-02,
100,Vendor2942,CompanyCode21,,,,2019-08-21,
100,Vendor2943,CompanyCode7,,,,2019-08-23,
100,Vendor2944,CompanyCode19,,,,2019-08-20,
100,Vendor2945,CompanyCode1,,,,2019-08-23,
100,Vendor2946,CompanyCode20,,,,2019-08-28,
100,Vendor2947,CompanyCode20,,,,2019-12-04,
100,Vendor2948,CompanyCode19,,,,2019-09-02,
100,Vendor2949,CompanyCode4,,,,2019-09-04,
100,Vendor2950,CompanyCode21,,,,2019-09-04,
100,Vendor2951,CompanyCode4,,,,2019-09-04,
100,Vendor2952,CompanyCode2,,,,2020-11-23,
100,Vendor2953,CompanyCode14,,,,2019-09-08,
100,Vendor2954,CompanyCode14,,,,2019-09-08,
100,Vendor2955,CompanyCode13,,,,2021-12-01,
100,Vendor2956,CompanyCode7,,,,2019-09-11,
