Client,Material Number,Plant
100,MAT4867,Plant10
100,MAT4868,Plant10
100,MAT4869,Plant10
100,MAT4870,Plant10
100,MAT4871,Plant10
100,MAT4872,Plant10
100,MAT4873,Plant10
100,MAT4874,Plant10
100,MAT4875,Plant10
100,MAT4876,Plant10
100,MAT4877,Plant10
100,MAT4878,Plant10
100,MAT4879,Plant10
100,MAT4880,Plant10
100,MAT4881,Plant10
100,MAT4882,Plant10
100,MAT4883,Plant2
100,MAT4884,Plant5
100,MAT4885,Plant20
100,MAT4886,Plant20
100,MAT4887,Plant20
100,MAT4888,Plant20
100,MAT4889,Plant20
100,MAT4890,Plant20
100,MAT4891,Plant20
100,MAT4892,Plant20
100,MAT4893,Plant20
100,MAT4894,Plant20
100,MAT4895,Plant20
100,MAT4896,Plant20
100,MAT4897,Plant20
100,MAT4898,Plant20
100,MAT4899,Plant20
100,MAT4900,Plant20
100,MAT4901,Plant20
100,MAT4902,Plant20
100,MAT4903,Plant20
100,MAT4904,Plant20
100,MAT4905,Plant20
100,MAT4906,Plant20
100,MAT4907,Plant20
100,MAT4908,Plant20
100,MAT4909,Plant20
100,MAT4910,Plant20
100,MAT4911,Plant20
100,MAT4912,Plant20
100,MAT4913,Plant20
100,MAT4914,Plant20
100,MAT4915,Plant20
100,MAT4916,Plant20
100,MAT4917,Plant20
100,MAT4918,Plant20
100,MAT4919,Plant20
100,MAT4920,Plant20
100,MAT4921,Plant20
100,MAT4922,Plant20
100,MAT4923,Plant20
100,MAT4924,Plant20
100,MAT4925,Plant20
100,MAT4926,Plant20
100,MAT4927,Plant20
100,MAT4928,Plant20
100,MAT4929,Plant20
100,MAT4930,Plant20
100,MAT4931,Plant20
100,MAT4932,Plant20
100,MAT4933,Plant20
100,MAT4934,Plant3
100,MAT4935,Plant3
100,MAT4936,Plant20
100,MAT4937,Plant20
100,MAT4938,Plant20
100,MAT4939,Plant20
100,MAT4940,Plant20
100,MAT4941,Plant26
100,MAT4941,Plant27
100,MAT4941,Plant46
100,MAT4942,Plant51
100,MAT4942,Plant46
100,MAT4943,Plant51
100,MAT4944,Plant51
100,MAT4945,Plant51
100,MAT4946,Plant26
100,MAT4946,Plant51
100,MAT4947,Plant7
100,MAT4947,Plant12
100,MAT4948,Plant54
100,MAT4949,Plant51
100,MAT4949,Plant54
100,MAT4950,Plant51
100,MAT4950,Plant12
100,MAT4951,Plant51
100,MAT4952,Plant51
100,MAT4952,Plant46
100,MAT4953,Plant7
100,MAT4953,Plant51
100,MAT4953,Plant12
100,MAT4954,Plant7
100,MAT4955,Plant27
100,MAT4956,Plant51
100,MAT4956,Plant54
100,MAT4957,Plant26
100,MAT4957,Plant54
100,MAT4958,Plant51
100,MAT4958,Plant46
100,MAT4959,Plant51
100,MAT4960,Plant24
100,MAT4961,Plant46
100,MAT4962,Plant51
100,MAT4963,Plant46
100,MAT4964,Plant51
100,MAT4965,Plant97
100,MAT4966,Plant90
100,MAT4967,Plant27
100,MAT4968,Plant51
100,MAT4968,Plant25
100,MAT4969,Plant26
100,MAT4970,Plant46
100,MAT4971,Plant7
100,MAT4971,Plant51
100,MAT4971,Plant12
100,MAT4972,Plant8
100,MAT4972,Plant52
100,MAT4972,Plant19
100,MAT4972,Plant64
100,MAT4973,Plant51
100,MAT4973,Plant54
100,MAT4974,Plant51
100,MAT4974,Plant54
100,MAT4975,Plant8
100,MAT4975,Plant52
100,MAT4976,Plant22
100,MAT4977,Plant12
100,MAT4977,Plant24
100,MAT4978,Plant50
100,MAT4979,Plant167
100,MAT4979,Plant50
100,MAT4980,Plant33
100,MAT4981,Plant16
100,MAT4982,Plant16
100,MAT4982,Plant57
100,MAT4982,Plant56
100,MAT4982,Plant39
100,MAT4983,Plant16
100,MAT4983,Plant39
100,MAT4984,Plant33
100,MAT4984,Plant93
100,MAT4984,Plant102
100,MAT4985,Plant3
100,MAT4986,Plant136
100,MAT4987,Plant7
100,MAT4987,Plant12
100,MAT4988,Plant7
100,MAT4988,Plant12
100,MAT4989,Plant7
100,MAT4989,Plant32
100,MAT4990,Plant7
100,MAT4990,Plant32
100,MAT4991,Plant7
100,MAT4991,Plant12
100,MAT4992,Plant25
100,MAT4993,Plant7
100,MAT4994,Plant25
100,MAT4995,Plant19
100,MAT4996,Plant8
100,MAT4996,Plant52
100,MAT4996,Plant19
100,MAT4997,Plant19
100,MAT4998,Plant8
100,MAT4999,Plant12
100,MAT5000,Plant24
100,MAT5001,Plant24
100,MAT5002,Plant46
100,MAT5003,Plant46
100,MAT5004,Plant46
100,MAT5005,Plant51
100,MAT5006,Plant51
100,MAT5006,Plant46
100,MAT5007,Plant8
100,MAT5008,Plant39
100,MAT5009,Plant24
100,MAT5010,Plant34
100,MAT5011,Plant14
100,MAT5012,Plant13
100,MAT5012,Plant95
100,MAT5013,Plant13
100,MAT5013,Plant17
100,MAT5014,Plant34
100,MAT5015,Plant13
100,MAT5015,Plant17
100,MAT5015,Plant28
100,MAT5016,Plant13
100,MAT5017,Plant34
100,MAT5018,Plant13
100,MAT5019,Plant28
100,MAT5020,Plant128
100,MAT5021,Plant24
100,MAT5022,Plant12
100,MAT5022,Plant24
100,MAT5023,Plant4
100,MAT5024,Plant24
100,MAT5025,Plant24
100,MAT5026,Plant24
100,MAT5027,Plant24
100,MAT5028,Plant8
100,MAT5029,Plant24
100,MAT5030,Plant24
100,MAT5031,Plant7
100,MAT5031,Plant12
100,MAT5032,Plant12
100,MAT5033,Plant24
100,MAT5034,Plant24
100,MAT5035,Plant24
100,MAT5036,Plant24
100,MAT5037,Plant24
100,MAT5038,Plant24
100,MAT5039,Plant28
100,MAT5040,Plant13
100,MAT5041,Plant13
100,MAT5042,Plant15
100,MAT5043,Plant15
100,MAT5044,Plant14
100,MAT5045,Plant14
100,MAT5046,Plant13
100,MAT5047,Plant14
100,MAT5048,Plant83
100,MAT5049,Plant83
100,MAT5049,Plant20
100,MAT5050,Plant83
100,MAT5051,Plant13
100,MAT5051,Plant29
100,MAT5052,Plant83
100,MAT5053,Plant7
100,MAT5054,Plant14
100,MAT5055,Plant8
100,MAT5056,Plant8
100,MAT5056,Plant52
100,MAT5057,Plant3
100,MAT5058,Plant13
100,MAT5059,Plant3
100,MAT5060,Plant3
100,MAT5061,Plant29
100,MAT5062,Plant14
100,MAT5063,Plant7
100,MAT5064,Plant14
100,MAT5065,Plant32
100,MAT5066,Plant3
100,MAT5067,Plant3
100,MAT5068,Plant14
100,MAT5068,Plant94
100,MAT5069,Plant7
100,MAT5070,Plant3
100,MAT5071,Plant3
100,MAT5072,Plant1
100,MAT5072,Plant10
100,MAT5072,Plant9
100,MAT5073,Plant1
100,MAT5073,Plant10
100,MAT5073,Plant9
100,MAT5073,Plant162
100,MAT5073,Plant59
100,MAT5074,Plant45
100,MAT5075,Plant2
100,MAT5076,Plant2
100,MAT5077,Plant2
100,MAT5078,Plant2
100,MAT5079,Plant2
100,MAT5080,Plant2
100,MAT5081,Plant2
100,MAT5082,Plant2
100,MAT5083,Plant22
100,MAT5084,Plant1
100,MAT5085,Plant1
100,MAT5086,Plant1
100,MAT5087,Plant1
100,MAT5088,Plant1
100,MAT5089,Plant1
100,MAT5090,Plant1
100,MAT5091,Plant1
100,MAT5092,Plant1
100,MAT5093,Plant1
100,MAT5094,Plant1
100,MAT5095,Plant13
100,MAT5096,Plant13
100,MAT5097,Plant13
100,MAT5098,Plant13
100,MAT5099,Plant13
100,MAT5100,Plant13
100,MAT5101,Plant13
100,MAT5102,Plant13
100,MAT5103,Plant13
100,MAT5104,Plant13
100,MAT5105,Plant13
100,MAT5106,Plant13
100,MAT5107,Plant13
100,MAT5108,Plant13
100,MAT5108,Plant1
100,MAT5109,Plant13
100,MAT5110,Plant13
100,MAT5111,Plant13
100,MAT5112,Plant13
100,MAT5113,Plant13
100,MAT5114,Plant13
100,MAT5115,Plant13
100,MAT5116,Plant13
100,MAT5117,Plant13
100,MAT5118,Plant13
100,MAT5119,Plant13
100,MAT5120,Plant13
100,MAT5121,Plant13
100,MAT5122,Plant13
100,MAT5123,Plant13
100,MAT5124,Plant13
100,MAT5125,Plant13
100,MAT5126,Plant13
100,MAT5127,Plant13
100,MAT5128,Plant13
100,MAT5129,Plant13
100,MAT5130,Plant13
100,MAT5131,Plant13
100,MAT5132,Plant13
100,MAT5133,Plant13
100,MAT5134,Plant13
100,MAT5135,Plant13
100,MAT5136,Plant13
100,MAT5137,Plant13
100,MAT5138,Plant13
100,MAT5139,Plant13
100,MAT5140,Plant13
100,MAT5141,Plant13
100,MAT5142,Plant13
100,MAT5143,Plant13
100,MAT5144,Plant13
100,MAT5145,Plant13
100,MAT5146,Plant13
100,MAT5147,Plant13
100,MAT5148,Plant13
100,MAT5149,Plant13
100,MAT5150,Plant13
100,MAT5151,Plant13
100,MAT5152,Plant13
100,MAT5153,Plant13
100,MAT5154,Plant13
100,MAT5155,Plant13
100,MAT5156,Plant13
100,MAT5157,Plant13
100,MAT5158,Plant13
100,MAT5159,Plant13
100,MAT5160,Plant13
100,MAT5161,Plant13
100,MAT5162,Plant13
100,MAT5163,Plant13
100,MAT5164,Plant13
100,MAT5165,Plant13
100,MAT5166,Plant13
100,MAT5167,Plant13
100,MAT5168,Plant13
100,MAT5169,Plant13
100,MAT5170,Plant13
100,MAT5171,Plant13
100,MAT5172,Plant13
100,MAT5173,Plant13
100,MAT5174,Plant13
100,MAT5175,Plant13
100,MAT5175,Plant2
100,MAT5176,Plant13
100,MAT5177,Plant13
100,MAT5178,Plant13
100,MAT5179,Plant13
100,MAT5180,Plant13
100,MAT5181,Plant13
100,MAT5182,Plant13
100,MAT5183,Plant13
100,MAT5184,Plant13
100,MAT5185,Plant13
100,MAT5186,Plant13
100,MAT5187,Plant13
100,MAT5188,Plant13
100,MAT5189,Plant13
100,MAT5190,Plant13
100,MAT5191,Plant13
100,MAT5192,Plant13
100,MAT5193,Plant13
100,MAT5194,Plant13
100,MAT5195,Plant13
100,MAT5196,Plant13
100,MAT5197,Plant13
100,MAT5198,Plant13
100,MAT5199,Plant13
100,MAT5200,Plant13
100,MAT5201,Plant13
100,MAT5201,Plant2
100,MAT5202,Plant13
100,MAT5203,Plant13
100,MAT5204,Plant13
100,MAT5205,Plant13
100,MAT5206,Plant13
100,MAT5207,Plant13
100,MAT5208,Plant13
100,MAT5209,Plant13
100,MAT5210,Plant13
100,MAT5211,Plant13
100,MAT5212,Plant13
100,MAT5213,Plant13
100,MAT5214,Plant13
100,MAT5215,Plant13
100,MAT5216,Plant13
100,MAT5217,Plant13
100,MAT5218,Plant13
100,MAT5219,Plant13
100,MAT5220,Plant13
100,MAT5221,Plant13
100,MAT5222,Plant13
100,MAT5222,Plant2
100,MAT5223,Plant13
100,MAT5224,Plant13
100,MAT5225,Plant13
100,MAT5226,Plant13
100,MAT5227,Plant13
100,MAT5228,Plant13
100,MAT5229,Plant13
100,MAT5230,Plant13
100,MAT5231,Plant13
100,MAT5232,Plant13
100,MAT5233,Plant13
100,MAT5234,Plant13
100,MAT5235,Plant13
100,MAT5236,Plant13
100,MAT5237,Plant13
100,MAT5238,Plant13
100,MAT5239,Plant13
100,MAT5240,Plant13
100,MAT5241,Plant13
100,MAT5242,Plant13
100,MAT5243,Plant13
100,MAT5244,Plant13
100,MAT5245,Plant13
100,MAT5246,Plant13
100,MAT5247,Plant13
100,MAT5248,Plant13
100,MAT5249,Plant13
100,MAT5250,Plant13
100,MAT5251,Plant13
100,MAT5252,Plant13
100,MAT5253,Plant13
100,MAT5254,Plant13
100,MAT5255,Plant13
100,MAT5256,Plant13
100,MAT5257,Plant13
100,MAT5258,Plant13
100,MAT5259,Plant13
100,MAT5260,Plant13
100,MAT5261,Plant13
100,MAT5262,Plant13
100,MAT5263,Plant13
100,MAT5264,Plant13
100,MAT5265,Plant13
100,MAT5266,Plant13
100,MAT5267,Plant13
100,MAT5268,Plant13
100,MAT5269,Plant13
100,MAT5270,Plant13
100,MAT5271,Plant13
100,MAT5272,Plant13
100,MAT5273,Plant13
100,MAT5274,Plant13
100,MAT5275,Plant13
100,MAT5276,Plant13
100,MAT5277,Plant13
100,MAT5278,Plant13
100,MAT5279,Plant13
100,MAT5280,Plant13
100,MAT5281,Plant13
100,MAT5282,Plant13
100,MAT5283,Plant13
100,MAT5284,Plant13
100,MAT5285,Plant13
100,MAT5286,Plant13
100,MAT5287,Plant13
100,MAT5288,Plant13
100,MAT5289,Plant13
100,MAT5289,Plant2
100,MAT5290,Plant13
100,MAT5291,Plant13
100,MAT5292,Plant13
100,MAT5293,Plant13
100,MAT5294,Plant13
100,MAT5295,Plant13
100,MAT5296,Plant13
100,MAT5297,Plant13
100,MAT5298,Plant13
100,MAT5299,Plant13
100,MAT5300,Plant13
100,MAT5301,Plant13
100,MAT5302,Plant13
100,MAT5303,Plant13
100,MAT5304,Plant13
100,MAT5305,Plant13
100,MAT5306,Plant13
100,MAT5307,Plant13
100,MAT5308,Plant13
100,MAT5309,Plant13
100,MAT5310,Plant13
100,MAT5311,Plant13
100,MAT5312,Plant13
100,MAT5313,Plant13
100,MAT5314,Plant13
100,MAT5315,Plant13
100,MAT5316,Plant13
100,MAT5317,Plant13
100,MAT5318,Plant13
100,MAT5319,Plant13
100,MAT5320,Plant13
100,MAT5321,Plant13
100,MAT5322,Plant13
100,MAT5323,Plant13
100,MAT5324,Plant13
100,MAT5325,Plant13
100,MAT5326,Plant13
100,MAT5327,Plant13
100,MAT5328,Plant13
100,MAT5329,Plant13
100,MAT5330,Plant13
100,MAT5331,Plant13
100,MAT5332,Plant13
100,MAT5333,Plant13
100,MAT5334,Plant13
100,MAT5335,Plant13
100,MAT5336,Plant13
100,MAT5337,Plant13
100,MAT5338,Plant13
100,MAT5339,Plant13
100,MAT5340,Plant13
100,MAT5341,Plant13
100,MAT5342,Plant13
100,MAT5343,Plant13
100,MAT5344,Plant13
100,MAT5345,Plant13
100,MAT5346,Plant13
100,MAT5347,Plant13
100,MAT5348,Plant13
100,MAT5349,Plant13
100,MAT5350,Plant13
100,MAT5351,Plant13
100,MAT5352,Plant13
100,MAT5353,Plant13
100,MAT5354,Plant13
100,MAT5355,Plant13
100,MAT5356,Plant13
100,MAT5357,Plant13
100,MAT5358,Plant13
100,MAT5359,Plant13
100,MAT5360,Plant13
100,MAT5361,Plant13
100,MAT5362,Plant13
100,MAT5363,Plant13
100,MAT5364,Plant13
100,MAT5365,Plant13
100,MAT5366,Plant13
100,MAT5367,Plant13
100,MAT5368,Plant13
100,MAT5369,Plant13
100,MAT5370,Plant13
100,MAT5371,Plant13
100,MAT5372,Plant13
100,MAT5373,Plant13
100,MAT5374,Plant13
100,MAT5375,Plant13
100,MAT5376,Plant13
100,MAT5377,Plant13
100,MAT5378,Plant13
100,MAT5379,Plant13
100,MAT5380,Plant13
100,MAT5381,Plant13
100,MAT5382,Plant13
100,MAT5383,Plant13
100,MAT5384,Plant13
100,MAT5385,Plant13
100,MAT5386,Plant13
100,MAT5387,Plant13
100,MAT5388,Plant13
100,MAT5389,Plant13
100,MAT5390,Plant13
100,MAT5391,Plant13
100,MAT5392,Plant13
100,MAT5393,Plant13
100,MAT5394,Plant13
100,MAT5395,Plant13
100,MAT5396,Plant13
100,MAT5397,Plant13
100,MAT5398,Plant13
100,MAT5399,Plant13
100,MAT5400,Plant13
100,MAT5401,Plant13
100,MAT5402,Plant13
100,MAT5403,Plant13
100,MAT5404,Plant13
100,MAT5405,Plant13
100,MAT5406,Plant13
100,MAT5407,Plant13
100,MAT5408,Plant13
100,MAT5409,Plant13
100,MAT5410,Plant13
100,MAT5411,Plant13
100,MAT5412,Plant13
100,MAT5413,Plant13
100,MAT5414,Plant13
100,MAT5415,Plant13
100,MAT5416,Plant13
100,MAT5417,Plant13
100,MAT5418,Plant13
100,MAT5419,Plant13
100,MAT5420,Plant13
100,MAT5421,Plant13
100,MAT5422,Plant13
100,MAT5422,Plant2
100,MAT5422,Plant5
100,MAT5423,Plant13
100,MAT5424,Plant13
100,MAT5425,Plant13
100,MAT5426,Plant13
100,MAT5427,Plant13
100,MAT5428,Plant13
100,MAT5429,Plant13
100,MAT5430,Plant13
100,MAT5431,Plant13
100,MAT5432,Plant14
100,MAT5433,Plant13
100,MAT5434,Plant13
100,MAT5435,Plant13
100,MAT5436,Plant13
100,MAT5437,Plant13
100,MAT5438,Plant13
100,MAT5439,Plant14
100,MAT5440,Plant14
100,MAT5441,Plant13
100,MAT5442,Plant13
100,MAT5443,Plant13
100,MAT5444,Plant13
100,MAT5445,Plant13
100,MAT5446,Plant13
100,MAT5447,Plant2
100,MAT5448,Plant13
100,MAT5449,Plant13
100,MAT5449,Plant2
100,MAT5450,Plant13
100,MAT5451,Plant13
100,MAT5452,Plant13
100,MAT5453,Plant13
100,MAT5454,Plant2
100,MAT5455,Plant5
100,MAT5456,Plant8
100,MAT5457,Plant8
100,MAT5458,Plant13
100,MAT5459,Plant13
100,MAT5460,Plant8
100,MAT5461,Plant8
100,MAT5462,Plant8
100,MAT5463,Plant8
100,MAT5464,Plant8
100,MAT5465,Plant8
100,MAT5466,Plant8
100,MAT5467,Plant8
100,MAT5468,Plant8
100,MAT5469,Plant8
100,MAT5470,Plant8
100,MAT5471,Plant8
100,MAT5472,Plant8
100,MAT5473,Plant8
100,MAT5474,Plant8
100,MAT5475,Plant8
100,MAT5476,Plant8
100,MAT5477,Plant8
100,MAT5478,Plant8
100,MAT5479,Plant8
100,MAT5480,Plant8
100,MAT5481,Plant8
100,MAT5482,Plant8
100,MAT5483,Plant8
100,MAT5484,Plant8
100,MAT5485,Plant8
100,MAT5486,Plant8
100,MAT5487,Plant8
100,MAT5488,Plant8
100,MAT5489,Plant8
100,MAT5490,Plant8
100,MAT5491,Plant8
100,MAT5492,Plant8
100,MAT5493,Plant8
100,MAT5494,Plant8
100,MAT5495,Plant8
100,MAT5496,Plant8
100,MAT5497,Plant8
100,MAT5498,Plant8
100,MAT5499,Plant8
100,MAT5500,Plant8
100,MAT5501,Plant8
100,MAT5502,Plant8
100,MAT5503,Plant8
100,MAT5504,Plant8
100,MAT5505,Plant8
100,MAT5506,Plant8
100,MAT5507,Plant8
100,MAT5508,Plant8
100,MAT5509,Plant8
100,MAT5510,Plant8
100,MAT5511,Plant8
100,MAT5512,Plant8
100,MAT5513,Plant8
100,MAT5514,Plant8
100,MAT5515,Plant8
100,MAT5516,Plant8
100,MAT5517,Plant8
100,MAT5518,Plant8
100,MAT5519,Plant8
100,MAT5520,Plant8
100,MAT5521,Plant8
100,MAT5522,Plant8
100,MAT5523,Plant8
100,MAT5524,Plant7
100,MAT5525,Plant7
100,MAT5526,Plant7
100,MAT5527,Plant7
100,MAT5528,Plant7
100,MAT5529,Plant7
100,MAT5530,Plant7
100,MAT5531,Plant7
100,MAT5532,Plant7
100,MAT5533,Plant7
100,MAT5534,Plant7
100,MAT5535,Plant7
100,MAT5536,Plant7
100,MAT5537,Plant7
100,MAT5538,Plant7
100,MAT5539,Plant7
100,MAT5540,Plant7
100,MAT5541,Plant7
100,MAT5542,Plant7
100,MAT5543,Plant7
100,MAT5544,Plant7
100,MAT5545,Plant7
100,MAT5546,Plant7
100,MAT5547,Plant7
100,MAT5548,Plant7
100,MAT5549,Plant7
100,MAT5550,Plant7
100,MAT5551,Plant7
100,MAT5552,Plant7
100,MAT5553,Plant7
100,MAT5554,Plant7
100,MAT5555,Plant7
100,MAT5556,Plant7
100,MAT5557,Plant7
100,MAT5558,Plant7
100,MAT5559,Plant7
100,MAT5560,Plant7
100,MAT5561,Plant7
100,MAT5562,Plant7
100,MAT5563,Plant7
100,MAT5564,Plant7
100,MAT5565,Plant7
100,MAT5566,Plant7
100,MAT5567,Plant7
100,MAT5568,Plant7
100,MAT5569,Plant7
100,MAT5570,Plant7
100,MAT5571,Plant7
100,MAT5572,Plant7
100,MAT5573,Plant7
100,MAT5574,Plant7
100,MAT5575,Plant7
100,MAT5576,Plant7
100,MAT5577,Plant7
100,MAT5578,Plant7
100,MAT5579,Plant7
100,MAT5580,Plant7
100,MAT5581,Plant7
100,MAT5582,Plant7
100,MAT5583,Plant7
100,MAT5584,Plant7
100,MAT5585,Plant7
100,MAT5586,Plant7
100,MAT5587,Plant7
100,MAT5588,Plant7
100,MAT5589,Plant7
100,MAT5590,Plant7
100,MAT5591,Plant7
100,MAT5592,Plant7
100,MAT5593,Plant7
100,MAT5594,Plant7
100,MAT5595,Plant7
100,MAT5596,Plant7
100,MAT5597,Plant7
100,MAT5598,Plant7
100,MAT5599,Plant7
100,MAT5600,Plant7
100,MAT5601,Plant7
100,MAT5602,Plant7
100,MAT5603,Plant7
100,MAT5604,Plant7
100,MAT5605,Plant7
100,MAT5606,Plant7
100,MAT5607,Plant7
100,MAT5608,Plant7
100,MAT5609,Plant7
100,MAT5610,Plant7
100,MAT5611,Plant7
100,MAT5612,Plant7
100,MAT5613,Plant7
100,MAT5614,Plant7
100,MAT5615,Plant7
100,MAT5616,Plant7
100,MAT5617,Plant7
100,MAT5618,Plant7
100,MAT5619,Plant7
100,MAT5620,Plant7
100,MAT5621,Plant7
100,MAT5622,Plant7
100,MAT5623,Plant7
100,MAT5624,Plant7
100,MAT5625,Plant7
100,MAT5626,Plant7
100,MAT5627,Plant7
100,MAT5628,Plant7
100,MAT5629,Plant7
100,MAT5630,Plant7
100,MAT5631,Plant7
100,MAT5632,Plant7
100,MAT5633,Plant7
100,MAT5634,Plant7
100,MAT5635,Plant7
100,MAT5636,Plant7
100,MAT5637,Plant13
100,MAT5638,Plant8
100,MAT5639,Plant13
100,MAT5640,Plant13
100,MAT5641,Plant7
100,MAT5642,Plant8
100,MAT5643,Plant8
100,MAT5644,Plant14
100,MAT5645,Plant8
100,MAT5646,Plant8
100,MAT5647,Plant7
100,MAT5648,Plant7
100,MAT5649,Plant14
100,MAT5650,Plant14
100,MAT5651,Plant8
100,MAT5652,Plant8
100,MAT5653,Plant8
100,MAT5654,Plant13
100,MAT5655,Plant13
100,MAT5656,Plant13
100,MAT5657,Plant13
100,MAT5658,Plant13
100,MAT5659,Plant13
100,MAT5660,Plant13
100,MAT5661,Plant13
100,MAT5662,Plant13
100,MAT5663,Plant13
100,MAT5664,Plant13
100,MAT5665,Plant13
100,MAT5666,Plant13
100,MAT5667,Plant13
100,MAT5668,Plant13
100,MAT5669,Plant13
100,MAT5670,Plant13
100,MAT5671,Plant13
100,MAT5672,Plant13
100,MAT5673,Plant13
100,MAT5674,Plant13
100,MAT5675,Plant13
100,MAT5676,Plant13
100,MAT5677,Plant13
100,MAT5678,Plant8
100,MAT5679,Plant8
100,MAT5680,Plant7
100,MAT5681,Plant13
100,MAT5682,Plant13
100,MAT5683,Plant8
100,MAT5684,Plant8
100,MAT5685,Plant13
100,MAT5686,Plant13
100,MAT5687,Plant13
100,MAT5688,Plant13
100,MAT5689,Plant13
100,MAT5690,Plant7
100,MAT5691,Plant13
100,MAT5692,Plant7
100,MAT5693,Plant7
100,MAT5694,Plant7
100,MAT5695,Plant8
100,MAT5696,Plant13
100,MAT5697,Plant8
100,MAT5698,Plant14
100,MAT5699,Plant7
100,MAT5700,Plant7
100,MAT5701,Plant13
100,MAT5702,Plant13
100,MAT5703,Plant13
100,MAT5703,Plant1
100,MAT5704,Plant13
100,MAT5705,Plant13
100,MAT5706,Plant13
100,MAT5707,Plant13
100,MAT5708,Plant13
100,MAT5709,Plant13
100,MAT5710,Plant13
100,MAT5711,Plant13
100,MAT5712,Plant13
100,MAT5713,Plant13
100,MAT5714,Plant14
100,MAT5715,Plant14
100,MAT5716,Plant14
100,MAT5717,Plant8
100,MAT5718,Plant13
100,MAT5719,Plant13
100,MAT5720,Plant8
100,MAT5721,Plant7
100,MAT5722,Plant7
100,MAT5723,Plant7
100,MAT5724,Plant7
100,MAT5725,Plant7
100,MAT5726,Plant7
100,MAT5727,Plant7
100,MAT5728,Plant7
100,MAT5729,Plant7
100,MAT5730,Plant7
100,MAT5731,Plant7
100,MAT5732,Plant7
100,MAT5733,Plant7
100,MAT5734,Plant7
100,MAT5735,Plant7
100,MAT5736,Plant7
100,MAT5737,Plant7
100,MAT5738,Plant7
100,MAT5739,Plant7
100,MAT5740,Plant7
100,MAT5741,Plant7
100,MAT5742,Plant7
100,MAT5743,Plant13
100,MAT5744,Plant13
100,MAT5745,Plant13
100,MAT5746,Plant3
100,MAT5747,Plant3
100,MAT5748,Plant3
100,MAT5749,Plant3
100,MAT5750,Plant3
100,MAT5751,Plant3
100,MAT5752,Plant3
100,MAT5753,Plant3
100,MAT5754,Plant3
100,MAT5755,Plant3
100,MAT5756,Plant3
100,MAT5757,Plant3
100,MAT5758,Plant3
100,MAT5759,Plant3
100,MAT5760,Plant3
100,MAT5761,Plant3
100,MAT5762,Plant3
100,MAT5763,Plant3
100,MAT5764,Plant3
100,MAT5765,Plant3
100,MAT5766,Plant3
100,MAT5767,Plant3
100,MAT5768,Plant3
100,MAT5769,Plant3
100,MAT5770,Plant3
100,MAT5771,Plant3
100,MAT5772,Plant3
100,MAT5773,Plant3
100,MAT5774,Plant3
100,MAT5775,Plant3
100,MAT5776,Plant3
100,MAT5777,Plant3
100,MAT5778,Plant3
100,MAT5779,Plant3
100,MAT5780,Plant3
100,MAT5781,Plant3
100,MAT5782,Plant3
100,MAT5783,Plant3
100,MAT5784,Plant3
100,MAT5785,Plant3
100,MAT5786,Plant3
100,MAT5787,Plant3
100,MAT5788,Plant3
100,MAT5789,Plant3
100,MAT5790,Plant3
100,MAT5791,Plant3
100,MAT5792,Plant3
100,MAT5793,Plant3
100,MAT5794,Plant3
100,MAT5795,Plant3
100,MAT5796,Plant3
100,MAT5797,Plant3
100,MAT5798,Plant3
100,MAT5799,Plant3
100,MAT5800,Plant3
100,MAT5801,Plant3
100,MAT5802,Plant3
100,MAT5803,Plant3
100,MAT5804,Plant3
100,MAT5805,Plant3
100,MAT5806,Plant3
100,MAT5807,Plant2
100,MAT5808,Plant8
100,MAT5809,Plant6
100,MAT5810,Plant2
100,MAT5811,Plant2
100,MAT5812,Plant2
100,MAT5813,Plant2
100,MAT5814,Plant2
100,MAT5815,Plant2
100,MAT5816,Plant2
100,MAT5817,Plant2
100,MAT5818,Plant1
100,MAT5819,Plant1
100,MAT5820,Plant1
100,MAT5821,Plant13
100,MAT5822,Plant1
100,MAT5823,Plant1
100,MAT5824,Plant1
100,MAT5825,Plant1
100,MAT5826,Plant1
100,MAT5827,Plant1
100,MAT5828,Plant1
100,MAT5829,Plant1
100,MAT5830,Plant1
100,MAT5831,Plant1
100,MAT5832,Plant1
100,MAT5833,Plant8
100,MAT5834,Plant1
100,MAT5835,Plant1
100,MAT5836,Plant1
100,MAT5837,Plant1
100,MAT5838,Plant1
100,MAT5839,Plant1
100,MAT5840,Plant1
100,MAT5841,Plant1
100,MAT5842,Plant1
100,MAT5843,Plant1
100,MAT5844,Plant1
100,MAT5845,Plant1
100,MAT5846,Plant1
100,MAT5846,Plant2
100,MAT5847,Plant1
100,MAT5848,Plant1
100,MAT5849,Plant1
100,MAT5850,Plant1
100,MAT5851,Plant1
100,MAT5852,Plant1
100,MAT5853,Plant5
100,MAT5854,Plant5
100,MAT5855,Plant5
100,MAT5856,Plant5
100,MAT5857,Plant5
100,MAT5858,Plant5
100,MAT5859,Plant5
100,MAT5860,Plant5
100,MAT5861,Plant5
100,MAT5862,Plant6
100,MAT5863,Plant6
100,MAT5864,Plant5
100,MAT5865,Plant5
100,MAT5866,Plant5
100,MAT5867,Plant5
100,MAT5868,Plant5
100,MAT5869,Plant5
100,MAT5870,Plant5
100,MAT5871,Plant5
100,MAT5872,Plant5
100,MAT5873,Plant4
100,MAT5874,Plant4
100,MAT5875,Plant4
100,MAT5876,Plant4
100,MAT5877,Plant4
100,MAT5878,Plant4
