Previous delivery date,Committed Date,Purchasing Document Number,Item Number of Purchasing Document,Item Delivery Date,Delivery Schedule Line Counter,Loading Date,Client,Material Staging/Availability Date,Statistics-Relevant Delivery Date
,,4000009475,10,2022-03-09,1,,100,,2022-03-09
,,4000009476,10,2022-03-09,1,,100,,2022-03-09
,,4000009477,10,2022-03-09,1,,100,,2022-03-09
,,4000009478,10,2022-03-09,1,,100,,2022-03-09
,,4000009479,10,2022-03-09,1,,100,,2022-03-09
,,4000009480,10,2022-03-09,1,,100,,2022-03-09
,,4000009481,10,2022-03-09,1,,100,,2022-03-09
,,4000009482,10,2022-03-09,1,,100,,2022-03-09
,,4000009483,10,2022-03-09,1,,100,,2022-03-09
,,4000009484,10,2022-03-09,1,,100,,2022-03-09
,,4000009485,10,2022-03-09,1,,100,,2022-03-09
,,4000009486,10,2022-03-09,1,,100,,2022-03-09
,,4000009487,10,2022-03-09,1,,100,,2022-03-09
,,4000009488,10,2022-03-09,1,,100,,2022-03-09
,,4000009489,10,2022-03-09,1,,100,,2022-03-09
,,4000010002,10,2022-03-14,1,,100,,2022-03-14
,,4000010003,10,2022-03-14,1,,100,,2022-03-14
,,4000010004,10,2022-03-14,1,,100,,2022-03-14
,,4000010005,10,2022-03-14,1,,100,,2022-03-14
,,4000010006,10,2022-03-14,1,,100,,2022-03-14
,,4000010007,10,2022-03-14,1,,100,,2022-03-14
,,4000010008,10,2022-03-14,1,,100,,2022-03-14
,,4000010009,10,2022-03-14,1,,100,,2022-03-14
,,4000010010,10,2022-03-14,1,,100,,2022-03-14
,,4000010011,10,2022-03-14,1,,100,,2022-03-14
,,4000010012,10,2022-03-14,1,,100,,2022-03-14
,,4000010013,10,2022-03-14,1,,100,,2022-03-14
,,4000010014,10,2022-03-14,1,,100,,2022-03-14
,,4000010015,10,2022-03-14,1,,100,,2022-03-14
,,4000010016,10,2022-03-14,1,,100,,2022-03-14
,,4000010017,10,2022-03-14,1,,100,,2022-03-14
,,4000010018,10,2022-03-14,1,,100,,2022-03-14
,,4000010019,10,2022-03-14,1,,100,,2022-03-14
,,4000010020,10,2022-03-14,1,,100,,2022-03-14
,,4000010021,10,2022-03-14,1,,100,,2022-03-14
,,4000010022,10,2022-03-14,1,,100,,2022-03-14
,,4000010023,10,2022-03-14,1,,100,,2022-03-14
,,4000010024,10,2022-03-14,1,,100,,2022-03-14
,,4000010025,10,2022-03-14,1,,100,,2022-03-14
,,4000010026,10,2022-03-14,1,,100,,2022-03-14
,,4000010027,10,2022-03-14,1,,100,,2022-03-14
,,4000010028,10,2022-03-14,1,,100,,2022-03-14
,,4000010029,10,2022-03-14,1,,100,,2022-03-14
,,4000010030,10,2022-03-14,1,,100,,2022-03-14
,,4000010031,10,2022-03-14,1,,100,,2022-03-14
,,4000010032,10,2022-03-14,1,,100,,2022-03-14
,,4000010033,10,2022-03-14,1,,100,,2022-03-14
,,4000010034,10,2022-03-14,1,,100,,2022-03-14
,,4000010035,10,2022-03-14,1,,100,,2022-03-14
,,4000010036,10,2022-03-14,1,,100,,2022-03-14
,,4000010037,10,2022-03-14,1,,100,,2022-03-14
,,4000010038,10,2022-03-14,1,,100,,2022-03-14
,,4000010039,10,2022-03-14,1,,100,,2022-03-14
,,4000010040,10,2022-03-14,1,,100,,2022-03-14
,,4000010041,10,2022-03-14,1,,100,,2022-03-14
,,4000010042,10,2022-03-14,1,,100,,2022-03-14
,,4000010043,10,2022-03-14,1,,100,,2022-03-14
,,4000010044,10,2022-03-14,1,,100,,2022-03-14
,,4000010045,10,2022-03-14,1,,100,,2022-03-14
,,4000010046,10,2022-03-14,1,,100,,2022-03-14
,,4000010047,10,2022-03-14,1,,100,,2022-03-14
,,4000010048,10,2022-03-14,1,,100,,2022-03-14
,,4000010049,10,2022-03-14,1,,100,,2022-03-14
,,4000010050,10,2022-03-14,1,,100,,2022-03-14
,,4000010051,10,2022-03-14,1,,100,,2022-03-14
,,4000010052,10,2022-03-14,1,,100,,2022-03-14
,,4000010053,10,2022-03-14,1,,100,,2022-03-14
,,4000010054,10,2022-03-14,1,,100,,2022-03-14
,,4000010055,10,2022-03-14,1,,100,,2022-03-14
,,4000010056,10,2022-03-14,1,,100,,2022-03-14
,,4000010057,10,2022-03-14,1,,100,,2022-03-14
,,4000010058,10,2022-03-14,1,,100,,2022-03-14
,,4000010059,10,2022-03-14,1,,100,,2022-03-14
,,4000010060,10,2022-03-14,1,,100,,2022-03-14
,,4000010061,10,2022-03-14,1,,100,,2022-03-14
,,4000010062,10,2022-03-14,1,,100,,2022-03-14
,,4000010063,10,2022-03-14,1,,100,,2022-03-14
,,4000010064,10,2022-03-14,1,,100,,2022-03-14
,,4000010065,10,2022-03-14,1,,100,,2022-03-14
,,4000010066,10,2022-03-14,1,,100,,2022-03-14
,,4000010067,10,2022-03-14,1,,100,,2022-03-14
,,4000010068,10,2022-03-14,1,,100,,2022-03-14
,,4000010069,10,2022-03-14,1,,100,,2022-03-14
,,4000010070,10,2022-03-14,1,,100,,2022-03-14
,,4000010071,10,2022-03-14,1,,100,,2022-03-14
,,4000010072,10,2022-03-14,1,,100,,2022-03-14
,,4000010073,10,2022-03-14,1,,100,,2022-03-14
,,4000010074,10,2022-03-14,1,,100,,2022-03-14
,,4000010075,10,2022-03-14,1,,100,,2022-03-14
,,4000010076,10,2022-03-14,1,,100,,2022-03-14
,,4000010077,10,2022-03-14,1,,100,,2022-03-14
,,4000010078,10,2022-03-14,1,,100,,2022-03-14
,,4000010079,10,2022-03-14,1,,100,,2022-03-14
,,4000010080,10,2022-03-14,1,,100,,2022-03-14
,,4000010081,10,2022-03-14,1,,100,,2022-03-14
,,4000010082,10,2022-03-14,1,,100,,2022-03-14
,,4000010083,10,2022-03-14,1,,100,,2022-03-14
,,4000010084,10,2022-03-14,1,,100,,2022-03-14
,,4000010085,10,2022-03-14,1,,100,,2022-03-14
,,4000010086,10,2022-03-14,1,,100,,2022-03-14
,,4000010087,10,2022-03-14,1,,100,,2022-03-14
,,4000010088,10,2022-03-14,1,,100,,2022-03-14
,,4000010089,10,2022-03-14,1,,100,,2022-03-14
,,4000010090,10,2022-03-14,1,,100,,2022-03-14
,,4000010091,10,2022-03-14,1,,100,,2022-03-14
,,4000010092,10,2022-03-14,1,,100,,2022-03-14
,,4000010093,10,2022-03-14,1,,100,,2022-03-14
,,4000010094,10,2022-03-14,1,,100,,2022-03-14
,,4000010095,10,2022-03-14,1,,100,,2022-03-14
,,4000010096,10,2022-03-14,1,,100,,2022-03-14
,,4000010097,10,2022-03-14,1,,100,,2022-03-14
,,4000010098,10,2022-03-14,1,,100,,2022-03-14
,,4000010099,10,2022-03-14,1,,100,,2022-03-14
,,4000010100,10,2022-03-14,1,,100,,2022-03-14
,,4000010101,10,2022-03-14,1,,100,,2022-03-14
,,4000010102,10,2022-03-14,1,,100,,2022-03-14
,,4000010103,10,2022-03-14,1,,100,,2022-03-14
,,4000010104,10,2022-03-14,1,,100,,2022-03-14
,,4000010105,10,2022-03-14,1,,100,,2022-03-14
,,4000010106,10,2022-03-14,1,,100,,2022-03-14
,,4000010107,10,2022-03-14,1,,100,,2022-03-14
,,4000010108,10,2022-03-14,1,,100,,2022-03-14
,,4000010109,10,2022-03-14,1,,100,,2022-03-14
,,4000010110,10,2022-03-14,1,,100,,2022-03-14
,,4000010111,10,2022-03-14,1,,100,,2022-03-14
,,4000010112,10,2022-03-14,1,,100,,2022-03-14
,,4000010113,10,2022-03-14,1,,100,,2022-03-14
,,4000010114,10,2022-03-14,1,,100,,2022-03-14
,,4000010115,10,2022-03-14,1,,100,,2022-03-14
,,4000010116,10,2022-03-14,1,,100,,2022-03-14
,,4000010117,10,2022-03-14,1,,100,,2022-03-14
,,4000010118,10,2022-03-14,1,,100,,2022-03-14
,,4000010119,10,2022-03-14,1,,100,,2022-03-14
,,4000010120,10,2022-03-14,1,,100,,2022-03-14
,,4000010121,10,2022-03-14,1,,100,,2022-03-14
,,4000010122,10,2022-03-14,1,,100,,2022-03-14
,,4000010123,10,2022-03-14,1,,100,,2022-03-14
,,4000010124,10,2022-03-14,1,,100,,2022-03-14
,,4000010125,10,2022-03-14,1,,100,,2022-03-14
,,4000010126,10,2022-03-14,1,,100,,2022-03-14
,,4000010127,10,2022-03-14,1,,100,,2022-03-14
,,4000010128,10,2022-03-14,1,,100,,2022-03-14
,,4000010129,10,2022-03-14,1,,100,,2022-03-14
,,4000010130,10,2022-03-14,1,,100,,2022-03-14
,,4000010131,10,2022-03-14,1,,100,,2022-03-14
,,4000010132,10,2022-03-14,1,,100,,2022-03-14
,,4000010133,10,2022-03-14,1,,100,,2022-03-14
,,4000010134,10,2022-03-14,1,,100,,2022-03-14
,,4000010135,10,2022-03-15,1,,100,,2022-03-15
,,4000010136,10,2022-03-15,1,,100,,2022-03-15
,,4000010137,10,2022-03-15,1,,100,,2022-03-15
,,4000010138,10,2022-03-15,1,,100,,2022-03-15
,,4000010139,10,2022-03-15,1,,100,,2022-03-15
,,4000010140,10,2022-03-15,1,,100,,2022-03-15
,,4000010141,10,2022-03-15,1,,100,,2022-03-15
,,4000010142,10,2022-03-15,1,,100,,2022-03-15
,,4000010143,10,2022-03-15,1,,100,,2022-03-15
,,4000010144,10,2022-03-15,1,,100,,2022-03-15
,,4000010145,10,2022-03-15,1,,100,,2022-03-15
,,4000010146,10,2022-03-15,1,,100,,2022-03-15
,,4000010147,10,2022-03-15,1,,100,,2022-03-15
,,4000010148,10,2022-03-15,1,,100,,2022-03-15
,,4000010149,10,2022-03-15,1,,100,,2022-03-15
,,4000010150,10,2022-03-15,1,,100,,2022-03-15
,,4000010151,10,2022-03-15,1,,100,,2022-03-15
,,4000010152,10,2022-03-15,1,,100,,2022-03-15
,,4000010153,10,2022-03-15,1,,100,,2022-03-15
,,4000010154,10,2022-03-15,1,,100,,2022-03-15
,,4000010155,10,2022-03-15,1,,100,,2022-03-15
,,4000010156,10,2022-03-15,1,,100,,2022-03-15
,,4000010157,10,2022-03-15,1,,100,,2022-03-15
,,4000010158,10,2022-03-15,1,,100,,2022-03-15
,,4000010159,10,2022-03-15,1,,100,,2022-03-15
,,4000028572,10,2022-03-15,1,,100,,2022-03-15
,,4000028573,10,2022-03-15,1,,100,,2022-03-15
,,4000028574,10,2022-03-15,1,,100,,2022-03-15
,,4000028575,10,2022-03-15,1,,100,,2022-03-15
,,4000028576,10,2022-03-15,1,,100,,2022-03-15
,,4000028577,10,2022-03-15,1,,100,,2022-03-15
,,4000028578,10,2022-03-15,1,,100,,2022-03-15
,,4000028579,10,2022-03-15,1,,100,,2022-03-15
,,4000028580,10,2022-03-15,1,,100,,2022-03-15
,,4000028581,10,2022-03-15,1,,100,,2022-03-15
,,4000028582,10,2022-03-15,1,,100,,2022-03-15
,,4000028583,10,2022-03-15,1,,100,,2022-03-15
,,4000028584,10,2022-03-15,1,,100,,2022-03-15
,,4000028585,10,2022-03-15,1,,100,,2022-03-15
,,4000028586,10,2022-03-15,1,,100,,2022-03-15
,,4000028587,10,2022-03-15,1,,100,,2022-03-15
,,4000028588,10,2022-03-15,1,,100,,2022-03-15
,,4000028589,10,2022-03-15,1,,100,,2022-03-15
,,4000028590,10,2022-03-15,1,,100,,2022-03-15
,,4000028591,10,2022-03-15,1,,100,,2022-03-15
,,4000028592,10,2022-03-15,1,,100,,2022-03-15
,,4000028593,10,2022-03-15,1,,100,,2022-03-15
,,4000028594,10,2022-03-15,1,,100,,2022-03-15
,,4000028595,10,2022-03-15,1,,100,,2022-03-15
,,4000028596,10,2022-03-15,1,,100,,2022-03-15
,,4000028597,10,2022-03-15,1,,100,,2022-03-15
,,4000028598,10,2022-03-15,1,,100,,2022-03-15
,,4000028599,10,2022-03-15,1,,100,,2022-03-15
,,4000028600,10,2022-03-15,1,,100,,2022-03-15
,,4000028601,10,2022-03-15,1,,100,,2022-03-15
,,4000028602,10,2022-03-15,1,,100,,2022-03-15
,,4000028603,10,2022-03-15,1,,100,,2022-03-15
,,4000028604,10,2022-03-15,1,,100,,2022-03-15
,,4000028605,10,2022-03-15,1,,100,,2022-03-15
,,4000028606,10,2022-03-15,1,,100,,2022-03-15
,,4000028607,10,2022-03-15,1,,100,,2022-03-15
,,4000028608,10,2022-03-15,1,,100,,2022-03-15
,,4000028609,10,2022-03-15,1,,100,,2022-03-15
,,4000028610,10,2022-03-15,1,,100,,2022-03-15
,,4000028611,10,2022-03-15,1,,100,,2022-03-15
,,4000028612,10,2022-03-15,1,,100,,2022-03-15
,,4000028613,10,2022-03-15,1,,100,,2022-03-15
,,4000028614,10,2022-03-15,1,,100,,2022-03-15
,,4000028615,10,2022-03-15,1,,100,,2022-03-15
,,4000028616,10,2022-03-15,1,,100,,2022-03-15
,,4000028617,10,2022-03-15,1,,100,,2022-03-15
,,4000028618,10,2022-03-15,1,,100,,2022-03-15
,,4000028619,10,2022-03-15,1,,100,,2022-03-15
,,4000028620,10,2022-03-15,1,,100,,2022-03-15
,,4000028621,10,2022-03-15,1,,100,,2022-03-15
,,4000028622,10,2022-03-15,1,,100,,2022-03-15
,,4000028623,10,2022-03-15,1,,100,,2022-03-15
,,4000028624,10,2022-03-15,1,,100,,2022-03-15
,,4000028625,10,2022-03-15,1,,100,,2022-03-15
,,4000028626,10,2022-03-15,1,,100,,2022-03-15
,,4000028627,10,2022-03-15,1,,100,,2022-03-15
,,4000028628,10,2022-03-15,1,,100,,2022-03-15
,,4000028629,10,2022-03-15,1,,100,,2022-03-15
,,4000028630,10,2022-03-15,1,,100,,2022-03-15
,,4000028631,10,2022-03-15,1,,100,,2022-03-15
,,4000028632,10,2022-03-15,1,,100,,2022-03-15
,,4000028633,10,2022-03-15,1,,100,,2022-03-15
,,4000028634,10,2022-03-15,1,,100,,2022-03-15
,,4000028635,10,2022-03-15,1,,100,,2022-03-15
,,4000028636,10,2022-03-15,1,,100,,2022-03-15
,,4000028637,10,2022-03-15,1,,100,,2022-03-15
,,4000028638,10,2022-03-15,1,,100,,2022-03-15
,,4000028639,10,2022-03-15,1,,100,,2022-03-15
,,4000028640,10,2022-03-15,1,,100,,2022-03-15
,,4000028641,10,2022-03-15,1,,100,,2022-03-15
,,4000028642,10,2022-03-15,1,,100,,2022-03-15
,,4000028643,10,2022-03-15,1,,100,,2022-03-15
,,4000028644,10,2022-03-15,1,,100,,2022-03-15
,,4000028645,10,2022-03-15,1,,100,,2022-03-15
,,4000028646,10,2022-03-15,1,,100,,2022-03-15
,,4000028647,10,2022-03-15,1,,100,,2022-03-15
,,4000028648,10,2022-03-15,1,,100,,2022-03-15
,,4000028649,10,2022-03-15,1,,100,,2022-03-15
,,4000028650,10,2022-03-15,1,,100,,2022-03-15
,,4000028651,10,2022-03-15,1,,100,,2022-03-15
,,4000028652,10,2022-03-15,1,,100,,2022-03-15
,,4000028653,10,2022-03-15,1,,100,,2022-03-15
,,4000028654,10,2022-03-15,1,,100,,2022-03-15
,,4000028655,10,2022-03-15,1,,100,,2022-03-15
,,4000028656,10,2022-03-15,1,,100,,2022-03-15
,,4000028657,10,2022-03-15,1,,100,,2022-03-15
,,4000028658,10,2022-03-15,1,,100,,2022-03-15
,,4000028659,10,2022-03-15,1,,100,,2022-03-15
,,4000028660,10,2022-03-15,1,,100,,2022-03-15
,,4000028661,10,2022-03-15,1,,100,,2022-03-15
,,4000028662,10,2022-03-15,1,,100,,2022-03-15
,,4000028663,10,2022-03-15,1,,100,,2022-03-15
,,4000028664,10,2022-03-15,1,,100,,2022-03-15
,,4000028665,10,2022-03-15,1,,100,,2022-03-15
,,4000028666,10,2022-03-15,1,,100,,2022-03-15
,,4000028667,10,2022-03-15,1,,100,,2022-03-15
,,4000028668,10,2022-03-15,1,,100,,2022-03-15
,,4000028669,10,2022-03-15,1,,100,,2022-03-15
,,4000028670,10,2022-03-15,1,,100,,2022-03-15
,,4000028671,10,2022-03-15,1,,100,,2022-03-15
,,4000028672,10,2022-03-15,1,,100,,2022-03-15
,,4000028673,10,2022-03-15,1,,100,,2022-03-15
,,4000028674,10,2022-03-15,1,,100,,2022-03-15
,,4000028675,10,2022-03-15,1,,100,,2022-03-15
,,4000028676,10,2022-03-15,1,,100,,2022-03-15
,,4000028677,10,2022-03-15,1,,100,,2022-03-15
,,4000028678,10,2022-03-15,1,,100,,2022-03-15
,,4000028679,10,2022-03-15,1,,100,,2022-03-15
,,4000028680,10,2022-03-15,1,,100,,2022-03-15
,,4000028681,10,2022-03-15,1,,100,,2022-03-15
,,4000028682,10,2022-03-15,1,,100,,2022-03-15
,,4000028683,10,2022-03-15,1,,100,,2022-03-15
,,4000028684,10,2022-03-15,1,,100,,2022-03-15
,,4000028685,10,2022-03-15,1,,100,,2022-03-15
,,4000028686,10,2022-03-15,1,,100,,2022-03-15
,,4000028687,10,2022-03-15,1,,100,,2022-03-15
,,4000028688,10,2022-03-15,1,,100,,2022-03-15
,,4000028689,10,2022-03-15,1,,100,,2022-03-15
,,4000028690,10,2022-03-15,1,,100,,2022-03-15
,,4000028691,10,2022-03-15,1,,100,,2022-03-15
,,4000028692,10,2022-03-15,1,,100,,2022-03-15
,,4000028693,10,2022-03-15,1,,100,,2022-03-15
,,4000028694,10,2022-03-15,1,,100,,2022-03-15
,,4000028695,10,2022-03-15,1,,100,,2022-03-15
,,4000028696,10,2022-03-15,1,,100,,2022-03-15
,,4000028697,10,2022-03-15,1,,100,,2022-03-15
,,4000028698,10,2022-03-15,1,,100,,2022-03-15
,,4000028699,10,2022-03-15,1,,100,,2022-03-15
,,4000028700,10,2022-03-15,1,,100,,2022-03-15
,,4000028701,10,2022-03-15,1,,100,,2022-03-15
,,4000028702,10,2022-03-15,1,,100,,2022-03-15
,,4000028703,10,2022-03-15,1,,100,,2022-03-15
,,4000028704,10,2022-03-15,1,,100,,2022-03-15
,,4000028705,10,2022-03-15,1,,100,,2022-03-15
,,4000028706,10,2022-03-15,1,,100,,2022-03-15
,,4000028707,10,2022-03-15,1,,100,,2022-03-15
,,4000028708,10,2022-03-15,1,,100,,2022-03-15
,,4000028709,10,2022-03-15,1,,100,,2022-03-15
,,4000028710,10,2022-03-15,1,,100,,2022-03-15
,,4000028711,10,2022-03-15,1,,100,,2022-03-15
,,4000028712,10,2022-03-15,1,,100,,2022-03-15
,,4000028713,10,2022-03-15,1,,100,,2022-03-15
,,4000028714,10,2022-03-15,1,,100,,2022-03-15
,,4000028715,10,2022-03-15,1,,100,,2022-03-15
,,4000028716,10,2022-03-15,1,,100,,2022-03-15
,,4000028717,10,2022-03-15,1,,100,,2022-03-15
,,4000028718,10,2022-03-15,1,,100,,2022-03-15
,,4000028719,10,2022-03-15,1,,100,,2022-03-15
,,4000028720,10,2022-03-15,1,,100,,2022-03-15
,,4000028721,10,2022-03-15,1,,100,,2022-03-15
,,4000028722,10,2022-03-15,1,,100,,2022-03-15
,,4000028723,10,2022-03-15,1,,100,,2022-03-15
,,4000028724,10,2022-03-15,1,,100,,2022-03-15
,,4000028725,10,2022-03-15,1,,100,,2022-03-15
,,4000028726,10,2022-03-15,1,,100,,2022-03-15
,,4000028727,10,2022-03-15,1,,100,,2022-03-15
,,4000028728,10,2022-03-15,1,,100,,2022-03-15
,,4000028729,10,2022-03-15,1,,100,,2022-03-15
,,4000028730,10,2022-03-15,1,,100,,2022-03-15
,,4000028731,10,2022-03-15,1,,100,,2022-03-15
,,4000028732,10,2022-03-15,1,,100,,2022-03-15
,,4000028733,10,2022-03-15,1,,100,,2022-03-15
,,4000028734,10,2022-03-15,1,,100,,2022-03-15
,,4000028735,10,2022-03-15,1,,100,,2022-03-15
,,4000028736,10,2022-03-15,1,,100,,2022-03-15
,,4000028737,10,2022-03-15,1,,100,,2022-03-15
,,4000028738,10,2022-03-15,1,,100,,2022-03-15
,,4000028739,10,2022-03-15,1,,100,,2022-03-15
,,4000028740,10,2022-03-15,1,,100,,2022-03-15
,,4000028741,10,2022-03-15,1,,100,,2022-03-15
,,4000028742,10,2022-03-15,1,,100,,2022-03-15
,,4000028743,10,2022-03-15,1,,100,,2022-03-15
,,4000028744,10,2022-03-15,1,,100,,2022-03-15
,,4000028745,10,2022-03-15,1,,100,,2022-03-15
,,4000028746,10,2022-03-15,1,,100,,2022-03-15
,,4000028747,10,2022-03-15,1,,100,,2022-03-15
,,4000028748,10,2022-03-15,1,,100,,2022-03-15
,,4000028749,10,2022-03-15,1,,100,,2022-03-15
,,4000028750,10,2022-03-15,1,,100,,2022-03-15
,,4000028751,10,2022-03-15,1,,100,,2022-03-15
,,4000028752,10,2022-03-15,1,,100,,2022-03-15
,,4000028753,10,2022-03-15,1,,100,,2022-03-15
,,4000028754,10,2022-03-15,1,,100,,2022-03-15
,,4000028755,10,2022-03-15,1,,100,,2022-03-15
,,4000028756,10,2022-03-15,1,,100,,2022-03-15
,,4000028757,10,2022-03-15,1,,100,,2022-03-15
,,4000028758,10,2022-03-15,1,,100,,2022-03-15
,,4000028759,10,2022-03-15,1,,100,,2022-03-15
,,4000028760,10,2022-03-15,1,,100,,2022-03-15
,,4000028761,10,2022-03-15,1,,100,,2022-03-15
,,4000028762,10,2022-03-15,1,,100,,2022-03-15
,,4000028763,10,2022-03-15,1,,100,,2022-03-15
,,4000028764,10,2022-03-15,1,,100,,2022-03-15
,,4000028765,10,2022-03-15,1,,100,,2022-03-15
,,4000028766,10,2022-03-15,1,,100,,2022-03-15
,,4000028767,10,2022-03-15,1,,100,,2022-03-15
,,4000028768,10,2022-03-15,1,,100,,2022-03-15
,,4000028769,10,2022-03-15,1,,100,,2022-03-15
,,4000028770,10,2022-03-15,1,,100,,2022-03-15
,,4000028771,10,2022-03-15,1,,100,,2022-03-15
,,4000028772,10,2022-03-15,1,,100,,2022-03-15
,,4000028773,10,2022-03-15,1,,100,,2022-03-15
,,4000028774,10,2022-03-15,1,,100,,2022-03-15
,,4000028775,10,2022-03-15,1,,100,,2022-03-15
,,4000028776,10,2022-03-15,1,,100,,2022-03-15
,,4000028777,10,2022-03-15,1,,100,,2022-03-15
,,4000028778,10,2022-03-15,1,,100,,2022-03-15
,,4000028779,10,2022-03-15,1,,100,,2022-03-15
,,4000028780,10,2022-03-15,1,,100,,2022-03-15
,,4000028781,10,2022-03-15,1,,100,,2022-03-15
,,4000028782,10,2022-03-15,1,,100,,2022-03-15
,,4000028783,10,2022-03-15,1,,100,,2022-03-15
,,4000028784,10,2022-03-15,1,,100,,2022-03-15
,,4000028785,10,2022-03-15,1,,100,,2022-03-15
,,4000028786,10,2022-03-15,1,,100,,2022-03-15
,,4000028787,10,2022-03-15,1,,100,,2022-03-15
,,4000028788,10,2022-03-15,1,,100,,2022-03-15
,,4000028789,10,2022-03-15,1,,100,,2022-03-15
,,4000028790,10,2022-03-15,1,,100,,2022-03-15
,,4000028791,10,2022-03-15,1,,100,,2022-03-15
,,4000028792,10,2022-03-15,1,,100,,2022-03-15
,,4000028793,10,2022-03-15,1,,100,,2022-03-15
,,4000028794,10,2022-03-15,1,,100,,2022-03-15
,,4000028795,10,2022-03-15,1,,100,,2022-03-15
,,4000028796,10,2022-03-15,1,,100,,2022-03-15
,,4000028797,10,2022-03-15,1,,100,,2022-03-15
,,4000028798,10,2022-03-15,1,,100,,2022-03-15
,,4000028799,10,2022-03-15,1,,100,,2022-03-15
,,4000028800,10,2022-03-15,1,,100,,2022-03-15
,,4000028801,10,2022-03-15,1,,100,,2022-03-15
,,4000028802,10,2022-03-15,1,,100,,2022-03-15
,,4000028803,10,2022-03-15,1,,100,,2022-03-15
,,4000028804,10,2022-03-15,1,,100,,2022-03-15
,,4000028805,10,2022-03-15,1,,100,,2022-03-15
,,4000028806,10,2022-03-15,1,,100,,2022-03-15
,,4000028807,10,2022-03-15,1,,100,,2022-03-15
,,4000028808,10,2022-03-15,1,,100,,2022-03-15
,,4000028809,10,2022-03-15,1,,100,,2022-03-15
,,4000028810,10,2022-03-15,1,,100,,2022-03-15
,,4000028811,10,2022-03-15,1,,100,,2022-03-15
,,4000028812,10,2022-03-15,1,,100,,2022-03-15
,,4000028813,10,2022-03-15,1,,100,,2022-03-15
,,4000028814,10,2022-03-15,1,,100,,2022-03-15
,,4000028815,10,2022-03-15,1,,100,,2022-03-15
,,4000028816,10,2022-03-15,1,,100,,2022-03-15
,,4000028817,10,2022-03-15,1,,100,,2022-03-15
,,4000028818,10,2022-03-15,1,,100,,2022-03-15
,,4000028819,10,2022-03-15,1,,100,,2022-03-15
,,4000028820,10,2022-03-15,1,,100,,2022-03-15
,,4000028821,10,2022-03-15,1,,100,,2022-03-15
,,4000028822,10,2022-03-15,1,,100,,2022-03-15
,,4000028823,10,2022-03-15,1,,100,,2022-03-15
,,4000028824,10,2022-03-15,1,,100,,2022-03-15
,,4000028825,10,2022-03-15,1,,100,,2022-03-15
,,4000028826,10,2022-03-15,1,,100,,2022-03-15
,,4000028827,10,2022-03-15,1,,100,,2022-03-15
,,4000028828,10,2022-03-15,1,,100,,2022-03-15
,,4000028829,10,2022-03-15,1,,100,,2022-03-15
,,4000028830,10,2022-03-15,1,,100,,2022-03-15
,,4000028831,10,2022-03-15,1,,100,,2022-03-15
,,4000028832,10,2022-03-15,1,,100,,2022-03-15
,,4000028833,10,2022-03-15,1,,100,,2022-03-15
,,4000028834,10,2022-03-15,1,,100,,2022-03-15
,,4000028835,10,2022-03-15,1,,100,,2022-03-15
,,4000028836,10,2022-03-15,1,,100,,2022-03-15
,,4000028837,10,2022-03-15,1,,100,,2022-03-15
,,4000028838,10,2022-03-15,1,,100,,2022-03-15
,,4000028839,10,2022-03-15,1,,100,,2022-03-15
,,4000028840,10,2022-03-15,1,,100,,2022-03-15
,,4000028841,10,2022-03-15,1,,100,,2022-03-15
,,4000028842,10,2022-03-15,1,,100,,2022-03-15
,,4000028843,10,2022-03-15,1,,100,,2022-03-15
,,4000028844,10,2022-03-15,1,,100,,2022-03-15
,,4000028845,10,2022-03-15,1,,100,,2022-03-15
,,4000028846,10,2022-03-15,1,,100,,2022-03-15
,,4000028847,10,2022-03-15,1,,100,,2022-03-15
,,4000028848,10,2022-03-15,1,,100,,2022-03-15
,,4000028849,10,2022-03-15,1,,100,,2022-03-15
,,4000028850,10,2022-03-15,1,,100,,2022-03-15
,,4000028851,10,2022-03-15,1,,100,,2022-03-15
,,4000028852,10,2022-03-15,1,,100,,2022-03-15
,,4000028853,10,2022-03-15,1,,100,,2022-03-15
,,4000028854,10,2022-03-15,1,,100,,2022-03-15
,,4000028855,10,2022-03-15,1,,100,,2022-03-15
,,4000028856,10,2022-03-15,1,,100,,2022-03-15
,,4000028857,10,2022-03-15,1,,100,,2022-03-15
,,4000028858,10,2022-03-15,1,,100,,2022-03-15
,,4000028859,10,2022-03-15,1,,100,,2022-03-15
,,4000028860,10,2022-03-15,1,,100,,2022-03-15
,,4000028861,10,2022-03-15,1,,100,,2022-03-15
,,4000028862,10,2022-03-15,1,,100,,2022-03-15
,,4000028863,10,2022-03-15,1,,100,,2022-03-15
,,4000028864,10,2022-03-15,1,,100,,2022-03-15
,,4000028865,10,2022-03-15,1,,100,,2022-03-15
,,4000028866,10,2022-03-15,1,,100,,2022-03-15
,,4000028867,10,2022-03-15,1,,100,,2022-03-15
,,4000028868,10,2022-03-15,1,,100,,2022-03-15
,,4000028869,10,2022-03-15,1,,100,,2022-03-15
,,4000028870,10,2022-03-15,1,,100,,2022-03-15
,,4000028871,10,2022-03-15,1,,100,,2022-03-15
,,4000028872,10,2022-03-15,1,,100,,2022-03-15
,,4000028873,10,2022-03-15,1,,100,,2022-03-15
,,4000028874,10,2022-03-15,1,,100,,2022-03-15
,,4000028875,10,2022-03-15,1,,100,,2022-03-15
,,4000028876,10,2022-03-15,1,,100,,2022-03-15
,,4000028877,10,2022-03-15,1,,100,,2022-03-15
